555;26/10/2008;1305;1510;RDU;MIA;AA;N3ANAA;0;;0;;;0;0;7;0;14;952;
555;27/10/2008;1305;1510;RDU;MIA;AA;N3AWAA;0;;0;;;0;0;11;0;30;953;
556;27/10/2008;1720;2240;SFO;DFW;AA;N563AA;0;;0;;;57;0;0;0;0;956;
557;25/10/2008;640;855;ORF;DFW;AA;N496AA;0;;0;;;0;0;15;0;0;960;
557;27/10/2008;640;855;ORF;DFW;AA;N520AA;0;;0;;;0;0;27;0;0;962;
558;25/10/2008;1145;1620;DFW;EWR;AA;N436AA;0;;0;;;0;0;60;0;0;963;
560;25/10/2008;1900;2320;DFW;EWR;AA;N4XXAA;0;;0;;;0;0;7;0;51;966;
562;27/10/2008;1235;1410;DFW;STL;AA;N4XGAA;0;;0;;;0;0;35;0;0;971;
564;25/10/2008;1820;1930;RDU;ORD;AA;N4YRAA;0;;0;;;0;0;22;0;0;975;
564;26/10/2008;1725;1920;TUL;ORD;AA;N4WUAA;0;;0;;;0;0;83;0;0;976;
564;27/10/2008;1725;1920;TUL;ORD;AA;N401AA;0;;0;;;0;0;94;0;0;977;
569;25/10/2008;740;900;ATL;DFW;AA;N449AA;0;;0;;;0;0;21;0;0;987;
569;27/10/2008;740;900;ATL;DFW;AA;N482AA;0;;0;;;0;0;18;0;0;989;
570;25/10/2008;1105;1300;MIA;ATL;AA;N3APAA;0;;0;;;8;0;0;0;45;993;
571;27/10/2008;1020;1150;ATL;DFW;AA;N3BHAA;0;;0;;;0;0;37;0;0;996;
571;27/10/2008;1250;1350;DFW;DEN;AA;N3BRAA;0;;0;;;20;0;1;0;0;999;
573;27/10/2008;930;1250;BOS;MIA;AA;N637AA;0;;0;;;61;0;4;0;0;1004;
580;26/10/2008;2055;2340;ORD;DCA;AA;N4WDAA;0;;0;;;0;4;0;0;94;1012;
580;27/10/2008;2055;2340;ORD;DCA;AA;N4XLAA;0;;0;;;0;0;0;0;79;1013;
580;26/10/2008;1405;2005;SAN;ORD;AA;N4WDAA;0;;0;;;0;0;115;0;0;1015;
580;27/10/2008;1405;2005;SAN;ORD;AA;N4XLAA;0;;0;;;0;0;92;0;0;1016;
583;27/10/2008;1400;1540;MIA;STL;AA;N637AA;0;;0;;;11;0;3;0;45;1025;
588;26/10/2008;1810;2050;SJU;MIA;AA;N5FMAA;0;;0;;;4;0;0;0;15;1035;
588;27/10/2008;1810;2050;SJU;MIA;AA;N5EUAA;0;;0;;;4;0;0;0;12;1036;
592;27/10/2008;1625;1920;MIA;LGA;AA;N612AA;0;;0;;;0;0;28;0;0;1041;
593;26/10/2008;1400;1515;MSP;ORD;AA;N488AA;0;;0;;;0;0;52;0;0;1043;
