numeroVuelo(flightNum);fecha(flightDate);horaSalida(crsDepTime);horaLlegada(crsArrTime);aeropuertoSalida(originiata);aeropuertoLlegada(destinata);compagnia(carrierCode);avion(tailNum);
1117;26/10/2008;1110;1335;ORF;LAS;WN;N741SA;
1117;27/10/2008;1410;1545;LAS;SMF;WN;N926WN;
1117;27/10/2008;1110;1335;ORF;LAS;WN;N926WN;
1118;26/10/2008;1920;2300;MCI;MCO;WN;N619SW;
1118;26/10/2008;1325;1855;SEA;MCI;WN;N619SW;
1118;27/10/2008;1920;2300;MCI;MCO;WN;N652SW;
1118;27/10/2008;1325;1855;SEA;MCI;WN;N652SW;
1119;25/10/2008;1725;1915;MCO;MDW;WN;N692SW;
1119;25/10/2008;1945;2110;MDW;OMA;WN;N692SW;
1120;26/10/2008;1825;2000;PHL;MHT;WN;N749SW;
1120;26/10/2008;855;1600;PHX;RDU;WN;N749SW;
1120;26/10/2008;1630;1800;RDU;PHL;WN;N749SW;
1120;27/10/2008;1825;2000;PHL;MHT;WN;N756SA;
1120;27/10/2008;855;1600;PHX;RDU;WN;N756SA;
1120;27/10/2008;1630;1800;RDU;PHL;WN;N756SA;
1120;27/10/2008;640;830;SJC;PHX;WN;N756SA;
1121;26/10/2008;1720;1830;BUR;OAK;WN;N487WN;
1121;27/10/2008;1720;1830;BUR;OAK;WN;N452WN;
1122;26/10/2008;1850;2130;PHX;SLC;WN;N307SW;
1122;26/10/2008;1710;1825;SAN;PHX;WN;N697SW;
1122;26/10/2008;1515;1635;SJC;SAN;WN;N697SW;
1122;27/10/2008;1850;2130;PHX;SLC;WN;N337SW;
1122;27/10/2008;1710;1825;SAN;PHX;WN;N337SW;
1122;27/10/2008;1515;1635;SJC;SAN;WN;N337SW;
1123;26/10/2008;1145;1250;BUR;SJC;WN;N903WN;
1123;27/10/2008;1145;1250;BUR;SJC;WN;N743SW;
1124;27/10/2008;625;850;BHM;MCO;WN;N527SW;
1125;26/10/2008;1125;1255;SAN;OAK;WN;N731SA;
1125;27/10/2008;1125;1255;SAN;OAK;WN;N247WN;
1126;26/10/2008;945;1055;BWI;PVD;WN;N621SW;
1126;27/10/2008;945;1055;BWI;PVD;WN;N370SW;
1126;27/10/2008;705;915;TPA;BWI;WN;N370SW;
1127;26/10/2008;1910;2200;FLL;ISP;WN;N456WN;
1127;27/10/2008;1910;2200;FLL;ISP;WN;N733SA;
1128;26/10/2008;2025;2255;ABQ;DAL;WN;N287WN;
1128;26/10/2008;1710;2000;LAX;ABQ;WN;N287WN;
1128;26/10/2008;1520;1640;SFO;LAX;WN;N287WN;
1128;27/10/2008;2025;2255;ABQ;DAL;WN;N406WN;
1128;27/10/2008;1710;2000;LAX;ABQ;WN;N406WN;
1128;27/10/2008;1520;1640;SFO;LAX;WN;N406WN;
1129;25/10/2008;2015;2135;HOU;OKC;WN;N918WN;
1130;26/10/2008;2025;2250;MCO;ISP;WN;N793SA;
1130;27/10/2008;2025;2250;MCO;ISP;WN;N929WN;
1131;25/10/2008;805;1040;MCO;PHL;WN;N497WN;
1131;25/10/2008;1105;1230;PHL;PIT;WN;N497WN;
1131;25/10/2008;1255;1435;PIT;PHX;WN;N497WN;
1132;26/10/2008;1245;1430;BWI;IND;WN;N289WN;
1132;26/10/2008;935;1205;FLL;BWI;WN;N289WN;
1132;26/10/2008;1455;1450;IND;MDW;WN;N289WN;
1132;27/10/2008;1245;1430;BWI;IND;WN;N514SW;
1132;27/10/2008;1455;1450;IND;MDW;WN;N514SW;
1133;26/10/2008;1130;1255;MHT;PHL;WN;N617SW;
1133;26/10/2008;1320;1625;PHL;RSW;WN;N617SW;
1133;27/10/2008;1130;1255;MHT;PHL;WN;N798SW;
1133;27/10/2008;1320;1625;PHL;RSW;WN;N798SW;
1134;25/10/2008;1220;1315;RDU;MDW;WN;N280WN;
1135;25/10/2008;945;1125;LAS;SFO;WN;N405WN;
1135;25/10/2008;740;920;STL;LAS;WN;N405WN;
1136;26/10/2008;1540;2340;LAS;PVD;WN;N448WN;
1136;27/10/2008;1540;2340;LAS;PVD;WN;N210WN;
1137;26/10/2008;1710;1845;BWI;JAN;WN;N641SW;
1137;26/10/2008;2045;2130;HOU;AUS;WN;N641SW;
1137;26/10/2008;1905;2025;JAN;HOU;WN;N641SW;
1137;27/10/2008;1710;1845;BWI;JAN;WN;N603SW;
1137;27/10/2008;2045;2130;HOU;AUS;WN;N603SW;
1137;27/10/2008;1905;2025;JAN;HOU;WN;N603SW;
1138;26/10/2008;1730;1900;MHT;PHL;WN;N369SW;
1138;26/10/2008;1930;2220;PHL;MCO;WN;N369SW;
1138;27/10/2008;1730;1900;MHT;PHL;WN;N650SW;
1138;27/10/2008;1930;2220;PHL;MCO;WN;N650SW;
1139;26/10/2008;725;900;DEN;LAX;WN;N258WN;
1139;27/10/2008;725;900;DEN;LAX;WN;N435WN;
1140;26/10/2008;2015;2330;OAK;ABQ;WN;N263WN;
1140;26/10/2008;1805;1950;PDX;OAK;WN;N263WN;
1140;27/10/2008;2015;2330;OAK;ABQ;WN;N608SW;
1140;27/10/2008;1805;1950;PDX;OAK;WN;N608SW;
1141;26/10/2008;1935;2155;MCO;PIT;WN;N670SW;
1141;27/10/2008;1935;2155;MCO;PIT;WN;N315SW;
1142;26/10/2008;1845;20;LAS;BHM;WN;N757LV;
1142;27/10/2008;1845;20;LAS;BHM;WN;N425LV;
1143;25/10/2008;730;835;BWI;BDL;WN;N411WN;
1144;26/10/2008;1705;1825;SFO;LAX;WN;N665WN;
1144;27/10/2008;1705;1825;SFO;LAX;WN;N626SW;
1145;26/10/2008;1945;2035;OMA;PHX;WN;N243WN;
1145;26/10/2008;2100;2205;PHX;SAN;WN;N243WN;
1145;27/10/2008;1945;2035;OMA;PHX;WN;N732SW;
1145;27/10/2008;2100;2205;PHX;SAN;WN;N732SW;
1146;26/10/2008;1935;2305;SJC;DEN;WN;N465WN;
1146;27/10/2008;1935;2305;SJC;DEN;WN;N242WN;
1147;25/10/2008;1505;1650;MCO;MDW;WN;N479WN;
1147;25/10/2008;1725;2005;MDW;OAK;WN;N479WN;
1148;26/10/2008;1150;1330;LAS;SMF;WN;N656SW;
1148;26/10/2008;835;935;MCI;PHX;WN;N656SW;
1148;26/10/2008;1005;1115;PHX;LAS;WN;N656SW;
1148;27/10/2008;1150;1330;LAS;SMF;WN;N624SW;
1148;27/10/2008;835;935;MCI;PHX;WN;N624SW;
1148;27/10/2008;615;810;MCO;MCI;WN;N624SW;
1148;27/10/2008;1005;1115;PHX;LAS;WN;N624SW;
1149;25/10/2008;1500;1630;SAN;SMF;WN;N505SW;
1149;25/10/2008;1655;1825;SMF;PDX;WN;N505SW;
1150;26/10/2008;925;1045;SAN;SJC;WN;N498WN;
1150;26/10/2008;1110;1325;SJC;SEA;WN;N498WN;
1150;26/10/2008;750;905;TUS;SAN;WN;N498WN;
1151;26/10/2008;1955;2115;BUR;PHX;WN;N925WN;
1151;26/10/2008;1835;1935;SJC;BUR;WN;N925WN;
1151;27/10/2008;1955;2115;BUR;PHX;WN;N913WN;
1151;27/10/2008;1835;1935;SJC;BUR;WN;N913WN;
1152;26/10/2008;2100;2205;RDU;MDW;WN;N440LV;
1152;27/10/2008;2100;2205;RDU;MDW;WN;N292WN;
1153;27/10/2008;800;900;BUR;LAS;WN;N249WN;
1153;27/10/2008;930;1430;LAS;LIT;WN;N249WN;
1153;27/10/2008;630;740;OAK;BUR;WN;N249WN;
1154;25/10/2008;1745;1940;BWI;MCI;WN;N629SW;
1155;25/10/2008;830;925;TPA;FLL;WN;N706SW;
1156;26/10/2008;1730;1935;PDX;BOI;WN;N496WN;
1156;27/10/2008;1730;1935;PDX;BOI;WN;N740SW;
1157;25/10/2008;710;950;BUF;MCO;WN;N501SW;
1158;26/10/2008;1930;2055;SNA;SMF;WN;N759GS;
1158;27/10/2008;1930;2055;SNA;SMF;WN;N278WN;
1159;25/10/2008;650;820;DEN;SLC;WN;N311SW;
1159;25/10/2008;845;945;SLC;PDX;WN;N311SW;
1160;26/10/2008;2155;2310;MDW;BNA;WN;N215WN;
1160;26/10/2008;1520;2120;OAK;MDW;WN;N215WN;
1160;27/10/2008;2155;2310;MDW;BNA;WN;N797MX;
1160;27/10/2008;1520;2120;OAK;MDW;WN;N215WN;
1161;27/10/2008;730;1015;BNA;MCO;WN;N232WN;
1161;27/10/2008;1035;1130;MCO;FLL;WN;N232WN;
1162;25/10/2008;1000;1300;MDW;PHL;WN;N254WN;
1162;25/10/2008;700;935;SAT;MDW;WN;N254WN;
1162;26/10/2008;700;935;SAT;MDW;WN;N456WN;
1162;27/10/2008;700;935;SAT;MDW;WN;N745SW;
1163;26/10/2008;2025;2150;SAN;OAK;WN;N743SW;
1163;27/10/2008;2025;2150;SAN;OAK;WN;N728SW;
1164;26/10/2008;830;1015;BWI;MSY;WN;N925WN;
1164;26/10/2008;1405;1530;DEN;SAN;WN;N378SW;
1164;26/10/2008;1215;1340;HOU;DEN;WN;N925WN;
1164;26/10/2008;650;755;ISP;BWI;WN;N925WN;
1164;26/10/2008;1040;1150;MSY;HOU;WN;N925WN;
1164;26/10/2008;1555;1725;SAN;SFO;WN;N378SW;
1166;26/10/2008;855;1000;LAS;SAN;WN;N273WN;
1166;26/10/2008;655;830;STL;LAS;WN;N273WN;
1166;27/10/2008;855;1000;LAS;SAN;WN;N486WN;
1166;27/10/2008;655;830;STL;LAS;WN;N486WN;
1167;26/10/2008;1720;1845;LAS;RNO;WN;N405WN;
1167;26/10/2008;1450;1645;MDW;LAS;WN;N405WN;
1167;26/10/2008;1245;1415;PVD;MDW;WN;N405WN;
1167;27/10/2008;1720;1845;LAS;RNO;WN;N757LV;
1167;27/10/2008;1450;1645;MDW;LAS;WN;N757LV;
1167;27/10/2008;1245;1415;PVD;MDW;WN;N757LV;
1168;26/10/2008;2055;2205;PHX;SNA;WN;N779SW;
1168;26/10/2008;1945;2030;SLC;PHX;WN;N779SW;
1168;27/10/2008;2055;2205;PHX;SNA;WN;N551WN;
1168;27/10/2008;1945;2030;SLC;PHX;WN;N551WN;
1169;26/10/2008;2010;2120;CMH;BWI;WN;N293WN;
1169;26/10/2008;1355;1520;DAL;MCI;WN;N293WN;
1169;26/10/2008;1050;1325;ELP;DAL;WN;N293WN;
1169;26/10/2008;1550;1710;MCI;MDW;WN;N293WN;
1169;26/10/2008;1745;1950;MDW;CMH;WN;N293WN;
1169;26/10/2008;825;1030;PHX;ELP;WN;N293WN;
1169;27/10/2008;2010;2120;CMH;BWI;WN;N362SW;
1169;27/10/2008;1355;1520;DAL;MCI;WN;N362SW;
1169;27/10/2008;1050;1325;ELP;DAL;WN;N362SW;
1169;27/10/2008;1550;1710;MCI;MDW;WN;N362SW;
1169;27/10/2008;1745;1950;MDW;CMH;WN;N362SW;
1169;27/10/2008;600;800;OAK;PHX;WN;N362SW;
1169;27/10/2008;825;1030;PHX;ELP;WN;N362SW;
1170;26/10/2008;1940;10;PHX;MCI;WN;N294WN;
1170;27/10/2008;1940;10;PHX;MCI;WN;N918WN;
1171;25/10/2008;720;830;LAS;LAX;WN;N635SW;
1172;25/10/2008;615;900;ISP;MCO;WN;N708SW;
1172;26/10/2008;1135;1315;HOU;LAX;WN;N211WN;
1172;26/10/2008;615;900;ISP;MCO;WN;N211WN;
1172;26/10/2008;1345;1505;LAX;RNO;WN;N211WN;
1172;26/10/2008;940;1110;MCO;HOU;WN;N211WN;
1172;26/10/2008;1530;1720;RNO;SEA;WN;N211WN;
1172;27/10/2008;1135;1315;HOU;LAX;WN;N763SW;
1172;27/10/2008;615;900;ISP;MCO;WN;N763SW;
1172;27/10/2008;1345;1505;LAX;RNO;WN;N763SW;
1172;27/10/2008;940;1110;MCO;HOU;WN;N763SW;
1172;27/10/2008;1530;1720;RNO;SEA;WN;N763SW;
1173;26/10/2008;1800;1915;BUR;SMF;WN;N283WN;
1173;26/10/2008;1230;1325;IAD;MDW;WN;N283WN;
1173;26/10/2008;1400;1545;MDW;PHX;WN;N283WN;
1173;26/10/2008;1620;1740;PHX;BUR;WN;N283WN;
1173;27/10/2008;1800;1915;BUR;SMF;WN;N903WN;
1173;27/10/2008;1230;1325;IAD;MDW;WN;N903WN;
1173;27/10/2008;1400;1545;MDW;PHX;WN;N903WN;
1173;27/10/2008;1620;1740;PHX;BUR;WN;N903WN;
1174;26/10/2008;1310;1400;DAL;AUS;WN;N509SW;
1174;26/10/2008;915;1045;PHL;STL;WN;N509SW;
1174;26/10/2008;1105;1245;STL;DAL;WN;N509SW;
1174;27/10/2008;1310;1400;DAL;AUS;WN;N507SW;
1174;27/10/2008;915;1045;PHL;STL;WN;N507SW;
1174;27/10/2008;1105;1245;STL;DAL;WN;N507SW;
1175;26/10/2008;1745;1900;ONT;OAK;WN;N389SW;
1175;27/10/2008;1745;1900;ONT;OAK;WN;N683SW;
1176;26/10/2008;1345;1540;PHX;SJC;WN;N315SW;
1176;27/10/2008;1345;1540;PHX;SJC;WN;N387SW;
1177;26/10/2008;1450;1605;BUR;SMF;WN;N731SA;
1177;27/10/2008;1450;1605;BUR;SMF;WN;N247WN;
1178;26/10/2008;1625;1910;OAK;SLC;WN;N444WN;
1178;27/10/2008;1625;1910;OAK;SLC;WN;N238WN;
1179;25/10/2008;1040;1430;DEN;MSY;WN;N636WN;
1179;25/10/2008;630;1010;PDX;DEN;WN;N636WN;
1180;26/10/2008;1615;1850;BWI;FLL;WN;N525SW;
1180;26/10/2008;1255;1540;MDW;BWI;WN;N525SW;
1180;26/10/2008;625;1220;SEA;MDW;WN;N525SW;
1180;27/10/2008;1615;1850;BWI;FLL;WN;N510SW;
1180;27/10/2008;1255;1540;MDW;BWI;WN;N510SW;
1180;27/10/2008;625;1220;SEA;MDW;WN;N510SW;
1181;25/10/2008;730;1035;PVD;TPA;WN;N921WN;
1182;27/10/2008;630;740;MCI;OKC;WN;N648SW;
1183;25/10/2008;1245;1630;MCI;MCO;WN;N451WN;
1183;25/10/2008;700;1215;SMF;MCI;WN;N451WN;
1184;26/10/2008;1430;1535;AMA;DAL;WN;N265WN;
1184;26/10/2008;1600;1700;DAL;SAT;WN;N501SW;
1184;26/10/2008;1725;1815;SAT;HRL;WN;N501SW;
1184;27/10/2008;1430;1535;AMA;DAL;WN;N509SW;
1184;27/10/2008;1600;1700;DAL;SAT;WN;N509SW;
1184;27/10/2008;1725;1815;SAT;HRL;WN;N509SW;
1185;26/10/2008;740;1045;ALB;TPA;WN;N280WN;
1185;27/10/2008;740;1045;ALB;TPA;WN;N244WN;
1186;26/10/2008;1115;1355;BUF;MCO;WN;N237WN;
1186;27/10/2008;1115;1355;BUF;MCO;WN;N338SW;
1187;26/10/2008;1340;1455;LAX;SFO;WN;N287WN;
1187;26/10/2008;1135;1315;MCI;LAX;WN;N287WN;
1187;27/10/2008;1340;1455;LAX;SFO;WN;N406WN;
1187;27/10/2008;1135;1315;MCI;LAX;WN;N406WN;
1188;26/10/2008;715;1220;SAN;MCI;WN;N472WN;
1188;27/10/2008;715;1220;SAN;MCI;WN;N759GS;
1189;26/10/2008;1800;1855;IND;PHX;WN;N756SA;
1189;26/10/2008;2110;2215;LAX;SJC;WN;N756SA;
1189;27/10/2008;1800;1855;IND;PHX;WN;N706SW;
1189;27/10/2008;2110;2215;LAX;SJC;WN;N706SW;
1190;27/10/2008;615;720;LAX;LAS;WN;N632SW;
1191;26/10/2008;1115;1230;BUR;OAK;WN;N761RR;
1191;26/10/2008;1610;2355;LAS;ALB;WN;N761RR;
1191;26/10/2008;1300;1350;OAK;RNO;WN;N761RR;
1191;26/10/2008;1420;1535;RNO;LAS;WN;N761RR;
1191;27/10/2008;1115;1230;BUR;OAK;WN;N211WN;
1191;27/10/2008;1610;2355;LAS;ALB;WN;N211WN;
1191;27/10/2008;1300;1350;OAK;RNO;WN;N211WN;
1191;27/10/2008;1420;1535;RNO;LAS;WN;N211WN;
1192;25/10/2008;950;1245;PHX;PDX;WN;N747SA;
1193;26/10/2008;2145;2245;HOU;MSY;WN;N602SW;
1193;26/10/2008;1540;2125;OAK;HOU;WN;N602SW;
1193;27/10/2008;2145;2245;HOU;MSY;WN;N284WN;
1193;27/10/2008;1540;2125;OAK;HOU;WN;N790SW;
1194;26/10/2008;705;900;MCO;MCI;WN;N609SW;
1195;26/10/2008;2030;2135;BUR;SJC;WN;N277WN;
1195;27/10/2008;2030;2135;BUR;SJC;WN;N629SW;
1196;26/10/2008;1935;55;LAS;MSY;WN;N236WN;
1196;26/10/2008;1805;1910;LAX;LAS;WN;N236WN;
1196;27/10/2008;1935;55;LAS;MSY;WN;N782SA;
1196;27/10/2008;1805;1910;LAX;LAS;WN;N782SA;
1197;26/10/2008;1940;2330;MDW;FLL;WN;N714CB;
1197;26/10/2008;1315;1910;PDX;MDW;WN;N311SW;
1197;27/10/2008;1940;2330;MDW;FLL;WN;N291WN;
1197;27/10/2008;1315;1910;PDX;MDW;WN;N291WN;
1198;26/10/2008;800;910;BUR;OAK;WN;N731SA;
1198;27/10/2008;800;910;BUR;OAK;WN;N247WN;
1199;26/10/2008;935;1100;OAK;SAN;WN;N731SA;
1199;27/10/2008;935;1100;OAK;SAN;WN;N247WN;
1200;26/10/2008;2040;2145;LAS;PHX;WN;N473WN;
1200;27/10/2008;2040;2145;LAS;PHX;WN;N507SW;
1201;25/10/2008;1315;1850;LAS;MDW;WN;N716SW;
1201;25/10/2008;1100;1240;SFO;LAS;WN;N716SW;
1202;26/10/2008;820;925;OAK;BUR;WN;N263WN;
1202;27/10/2008;820;925;OAK;BUR;WN;N712SW;
1202;27/10/2008;600;750;PDX;OAK;WN;N712SW;
1203;26/10/2008;700;1000;PVD;MCO;WN;N246LV;
1204;27/10/2008;935;1030;MCO;BNA;WN;N746SW;
1205;26/10/2008;1120;1235;SMF;ONT;WN;N725SW;
1205;27/10/2008;1120;1235;SMF;ONT;WN;N499WN;
1206;26/10/2008;2020;2320;MDW;BDL;WN;N625SW;
1206;27/10/2008;2020;2320;MDW;BDL;WN;N642WN;
1207;26/10/2008;1630;1740;SMF;BUR;WN;N731SA;
1207;27/10/2008;1630;1740;SMF;BUR;WN;N247WN;
1208;26/10/2008;1350;1455;BUR;SJC;WN;N903WN;
1208;27/10/2008;1350;1455;BUR;SJC;WN;N653SW;
1209;26/10/2008;1655;1825;MCO;STL;WN;N431WN;
1209;26/10/2008;2120;2225;SLC;OAK;WN;N431WN;
1209;26/10/2008;1850;2100;STL;SLC;WN;N431WN;
1209;27/10/2008;2120;2225;SLC;OAK;WN;N675AA;
1209;27/10/2008;1850;2100;STL;SLC;WN;N675AA;
1210;26/10/2008;2045;2155;FLL;JAX;WN;N748SW;
1210;27/10/2008;2045;2155;FLL;JAX;WN;N636WN;
1211;27/10/2008;605;735;LAS;OAK;WN;N481WN;
1212;26/10/2008;1145;1250;BWI;ALB;WN;N797MX;
1212;26/10/2008;700;1115;SAT;BWI;WN;N797MX;
1212;27/10/2008;1145;1250;BWI;ALB;WN;N257WN;
1212;27/10/2008;700;1115;SAT;BWI;WN;N257WN;
1213;26/10/2008;2000;2230;BWI;TPA;WN;N523SW;
1213;26/10/2008;1830;1935;ISP;BWI;WN;N523SW;
1213;27/10/2008;2000;2230;BWI;TPA;WN;N512SW;
1213;27/10/2008;1830;1935;ISP;BWI;WN;N512SW;
1214;26/10/2008;1620;1730;SAN;TUS;WN;N900WN;
1214;26/10/2008;1425;1555;SFO;SAN;WN;N900WN;
1214;27/10/2008;1620;1730;SAN;TUS;WN;N736SA;
1214;27/10/2008;1425;1555;SFO;SAN;WN;N736SA;
1215;26/10/2008;1225;1330;SJC;BUR;WN;N903WN;
1215;27/10/2008;1225;1330;SJC;BUR;WN;N653SW;
1216;26/10/2008;1805;1925;OAK;SNA;WN;N415WN;
1216;26/10/2008;2115;2340;PHX;SLC;WN;N415WN;
1216;26/10/2008;1535;1740;SEA;OAK;WN;N415WN;
1216;26/10/2008;1945;2055;SNA;PHX;WN;N415WN;
1216;27/10/2008;1805;1925;OAK;SNA;WN;N235WN;
1216;27/10/2008;2115;2340;PHX;SLC;WN;N235WN;
1216;27/10/2008;1535;1740;SEA;OAK;WN;N235WN;
1216;27/10/2008;1945;2055;SNA;PHX;WN;N235WN;
1217;26/10/2008;1850;2040;MCO;MDW;WN;N520SW;
1217;26/10/2008;2110;2235;MDW;MCI;WN;N520SW;
1218;26/10/2008;1300;1415;LAS;PHX;WN;N551WN;
1218;26/10/2008;1000;1230;SEA;LAS;WN;N551WN;
1218;27/10/2008;1300;1415;LAS;PHX;WN;N294WN;
1218;27/10/2008;1000;1230;SEA;LAS;WN;N294WN;
1219;25/10/2008;940;1205;MCO;IND;WN;N708SW;
1220;26/10/2008;2105;2235;MCI;DAL;WN;N617SW;
1220;26/10/2008;1920;2045;MDW;MCI;WN;N617SW;
1220;26/10/2008;1655;1845;RSW;MDW;WN;N617SW;
1220;27/10/2008;2105;2235;MCI;DAL;WN;N798SW;
1220;27/10/2008;1920;2045;MDW;MCI;WN;N798SW;
1220;27/10/2008;1655;1845;RSW;MDW;WN;N798SW;
1221;25/10/2008;1140;1300;LAS;LAX;WN;N705SW;
1221;25/10/2008;1325;1440;LAX;SFO;WN;N705SW;
1222;26/10/2008;700;820;SMF;LAS;WN;N407WN;
1223;26/10/2008;720;935;BWI;MCO;WN;N767SW;
1223;27/10/2008;720;935;BWI;MCO;WN;N924WN;
1224;26/10/2008;745;955;CMH;TPA;WN;N395SW;
1224;27/10/2008;745;955;CMH;TPA;WN;N309SW;
1225;27/10/2008;710;815;DAL;LBB;WN;N601WN;
1226;26/10/2008;1105;1550;LAS;OMA;WN;N258WN;
1226;26/10/2008;925;1035;LAX;LAS;WN;N258WN;
1226;27/10/2008;1105;1550;LAS;OMA;WN;N435WN;
1226;27/10/2008;925;1035;LAX;LAS;WN;N435WN;
1227;25/10/2008;730;825;MCI;STL;WN;N457WN;
1227;25/10/2008;900;1240;STL;FLL;WN;N457WN;
1228;25/10/2008;1000;1100;DAL;SAT;WN;N220WN;
1228;25/10/2008;1250;1410;SAN;SJC;WN;N220WN;
1228;25/10/2008;1120;1220;SAT;SAN;WN;N220WN;
1229;26/10/2008;2040;2205;OAK;SAN;WN;N647SW;
1229;27/10/2008;2040;2205;OAK;SAN;WN;N741SA;
1230;26/10/2008;725;845;ISP;MDW;WN;N796SW;
1230;26/10/2008;915;1105;MDW;PHX;WN;N796SW;
1230;26/10/2008;1310;1420;ONT;SJC;WN;N476WN;
1230;26/10/2008;1135;1245;PHX;ONT;WN;N476WN;
1230;26/10/2008;1445;1655;SJC;SEA;WN;N476WN;
1230;27/10/2008;725;845;ISP;MDW;WN;N226WN;
1230;27/10/2008;915;1105;MDW;PHX;WN;N226WN;
1230;27/10/2008;1310;1420;ONT;SJC;WN;N226WN;
1230;27/10/2008;1135;1245;PHX;ONT;WN;N226WN;
1230;27/10/2008;1445;1655;SJC;SEA;WN;N226WN;
1231;26/10/2008;1900;2010;LAX;OAK;WN;N665WN;
1231;26/10/2008;2035;2240;OAK;SEA;WN;N665WN;
1231;27/10/2008;1900;2010;LAX;OAK;WN;N626SW;
1231;27/10/2008;2035;2240;OAK;SEA;WN;N626SW;
1232;26/10/2008;2155;2305;SAN;LAS;WN;N723SW;
1232;27/10/2008;2155;2305;SAN;LAS;WN;N208WN;
1233;26/10/2008;620;1215;LAX;MDW;WN;N294WN;
1233;26/10/2008;1250;1600;MDW;PVD;WN;N294WN;
1233;27/10/2008;620;1215;LAX;MDW;WN;N918WN;
1233;27/10/2008;1250;1600;MDW;PVD;WN;N918WN;
1234;25/10/2008;850;945;FLL;TPA;WN;N715SW;
1234;25/10/2008;1015;1300;TPA;ALB;WN;N715SW;
1235;25/10/2008;1245;1600;DEN;SAT;WN;N246LV;
1236;26/10/2008;725;1000;MCO;PHL;WN;N760SW;
1236;27/10/2008;725;1000;MCO;PHL;WN;N401WN;
1237;25/10/2008;1815;1920;LAS;BUR;WN;N406WN;
1237;25/10/2008;1545;1750;PDX;LAS;WN;N406WN;
1238;25/10/2008;1315;1550;MCO;BUF;WN;N488WN;
1239;26/10/2008;800;920;PHL;RDU;WN;N437WN;
1239;27/10/2008;615;740;MHT;PHL;WN;N923WN;
1239;27/10/2008;800;920;PHL;RDU;WN;N923WN;
1240;25/10/2008;1700;1745;IND;DEN;WN;N379SW;
1241;25/10/2008;1040;1240;DEN;PDX;WN;N245WN;
1241;25/10/2008;745;1010;FLL;DEN;WN;N245WN;
1242;26/10/2008;1145;1230;DAL;ELP;WN;N328SW;
1242;26/10/2008;1250;1305;ELP;PHX;WN;N328SW;
1242;26/10/2008;835;935;FLL;MSY;WN;N328SW;
1242;26/10/2008;955;1120;MSY;DAL;WN;N328SW;
1242;27/10/2008;1145;1230;DAL;ELP;WN;N373SW;
1242;27/10/2008;1250;1305;ELP;PHX;WN;N373SW;
1242;27/10/2008;835;935;FLL;MSY;WN;N373SW;
1242;27/10/2008;955;1120;MSY;DAL;WN;N373SW;
1243;26/10/2008;2000;2025;BOI;SEA;WN;N496WN;
1243;27/10/2008;2000;2025;BOI;SEA;WN;N740SW;
1244;25/10/2008;1825;2010;BWI;SDF;WN;N333SW;
1245;26/10/2008;1515;1550;ABQ;LAS;WN;N272WN;
1245;26/10/2008;1050;1110;CLE;MDW;WN;N272WN;
1245;26/10/2008;1625;1850;LAS;PDX;WN;N272WN;
1245;26/10/2008;1140;1240;MDW;STL;WN;N272WN;
1245;26/10/2008;1305;1445;STL;ABQ;WN;N272WN;
1245;27/10/2008;1515;1550;ABQ;LAS;WN;N611SW;
1245;27/10/2008;1050;1110;CLE;MDW;WN;N611SW;
1245;27/10/2008;1625;1850;LAS;PDX;WN;N611SW;
1245;27/10/2008;1140;1240;MDW;STL;WN;N611SW;
1245;27/10/2008;1305;1445;STL;ABQ;WN;N611SW;
1246;26/10/2008;2030;2135;OAK;BUR;WN;N927WN;
1246;27/10/2008;2030;2135;OAK;BUR;WN;N727SW;
1247;25/10/2008;1540;2135;OAK;MDW;WN;N434WN;
1249;25/10/2008;1030;1210;FLL;HOU;WN;N217JC;
1249;25/10/2008;1230;1325;HOU;SAT;WN;N217JC;
1250;25/10/2008;840;945;LAX;SJC;WN;N290WN;
1250;25/10/2008;1905;2210;MDW;MHT;WN;N290WN;
1250;25/10/2008;1235;1830;PDX;MDW;WN;N290WN;
1250;25/10/2008;1010;1200;SJC;PDX;WN;N290WN;
1251;26/10/2008;920;1330;AUS;BWI;WN;N392SW;
1252;25/10/2008;1800;2010;HOU;OAK;WN;N708SW;
1252;25/10/2008;1510;1555;MCO;MSY;WN;N708SW;
1252;25/10/2008;1620;1730;MSY;HOU;WN;N708SW;
1252;25/10/2008;2030;2145;OAK;ONT;WN;N708SW;
1253;26/10/2008;1225;1745;LAS;STL;WN;N273WN;
1253;26/10/2008;1030;1150;SAN;LAS;WN;N273WN;
1253;27/10/2008;1225;1745;LAS;STL;WN;N486WN;
1253;27/10/2008;1030;1150;SAN;LAS;WN;N486WN;
1254;25/10/2008;700;820;BUR;SMF;WN;N929WN;
1254;26/10/2008;700;820;BUR;SMF;WN;N926WN;
1254;27/10/2008;700;820;BUR;SMF;WN;N927WN;
1255;26/10/2008;1850;2115;IAD;TPA;WN;N338SW;
1255;27/10/2008;1850;2115;IAD;TPA;WN;N621SW;
1256;26/10/2008;2110;2225;PHX;LAX;WN;N378SW;
1256;27/10/2008;2110;2225;PHX;LAX;WN;N368SW;
1257;25/10/2008;835;945;LAS;SAN;WN;N685SW;
1258;25/10/2008;900;1150;TPA;PVD;WN;N792SW;
1259;26/10/2008;1120;1350;MCO;PHL;WN;N519SW;
1259;27/10/2008;1120;1350;MCO;PHL;WN;N520SW;
