numeroVuelo(flightNum);fecha(flightDate);horaSalida(crsDepTime);horaLlegada(crsArrTime);aeropuertoSalida(originiata);aeropuertoLlegada(destinata);compagnia(carrierCode);avion(tailNum);
584;27/10/2008;550;920;PDX;DEN;UA;N515UA;
586;26/10/2008;1255;1419;MSP;ORD;UA;N922UA;
586;27/10/2008;1301;1425;MSP;ORD;UA;N933UA;
587;26/10/2008;1931;2101;SFO;SNA;UA;N839UA;
587;27/10/2008;1938;2108;SFO;SNA;UA;N852UA;
588;25/10/2008;1045;1414;SJC;DEN;UA;N340UA;
588;26/10/2008;1049;1415;SJC;DEN;UA;N851UA;
588;27/10/2008;1046;1415;SJC;DEN;UA;N327UA;
589;26/10/2008;725;806;BUF;ORD;UA;N381UA;
589;27/10/2008;721;802;BUF;ORD;UA;N938UA;
589;27/10/2008;944;1209;ORD;DFW;UA;N315UA;
590;26/10/2008;921;1152;ORD;BUF;UA;N849UA;
590;27/10/2008;931;1202;ORD;BUF;UA;N382UA;
591;25/10/2008;1033;1305;BOS;DEN;UA;N573UA;
591;26/10/2008;1023;1255;BOS;DEN;UA;N556UA;
591;27/10/2008;1018;1250;BOS;DEN;UA;N522UA;
591;25/10/2008;1505;1656;DEN;SEA;UA;N573UA;
591;26/10/2008;1524;1715;DEN;SEA;UA;N556UA;
591;27/10/2008;1517;1708;DEN;SEA;UA;N558UA;
592;25/10/2008;1052;1351;DEN;MSP;UA;N809UA;
592;26/10/2008;1015;1315;DEN;MSP;UA;N923UA;
592;27/10/2008;1013;1310;DEN;MSP;UA;N553UA;
593;26/10/2008;2104;2237;DEN;SNA;UA;N385UA;
593;27/10/2008;2107;2237;DEN;SNA;UA;N415UA;
593;26/10/2008;1938;2014;OMA;DEN;UA;N330UA;
593;27/10/2008;1959;2035;OMA;DEN;UA;N340UA;
594;25/10/2008;631;932;ORD;ATL;UA;N913UA;
594;26/10/2008;629;930;ORD;ATL;UA;N941UA;
594;27/10/2008;631;932;ORD;ATL;UA;N370UA;
595;25/10/2008;1759;1938;DEN;SFO;UA;N403UA;
595;26/10/2008;1844;2013;DEN;SFO;UA;N666UA;
595;27/10/2008;1836;2005;DEN;SFO;UA;N674UA;
595;25/10/2008;1556;1633;OMA;DEN;UA;N346UA;
595;26/10/2008;1627;1704;OMA;DEN;UA;N376UA;
595;27/10/2008;1613;1650;OMA;DEN;UA;N381UA;
596;26/10/2008;742;957;ORD;CLE;UA;N822UA;
596;27/10/2008;751;1006;ORD;CLE;UA;N410UA;
597;25/10/2008;2005;2137;ORD;MSP;UA;N928UA;
597;26/10/2008;1955;2127;ORD;MSP;UA;N328UA;
597;27/10/2008;2005;2137;ORD;MSP;UA;N339UA;
598;25/10/2008;1234;1508;DEN;MCI;UA;N524UA;
598;26/10/2008;1235;1509;DEN;MCI;UA;N586UA;
598;27/10/2008;1241;1515;DEN;MCI;UA;N594UA;
598;25/10/2008;735;1112;SFO;DEN;UA;N513UA;
598;26/10/2008;734;1116;SFO;DEN;UA;N314UA;
598;27/10/2008;734;1113;SFO;DEN;UA;N430UA;
599;25/10/2008;1000;1132;ORD;MSP;UA;N824UA;
599;26/10/2008;955;1127;ORD;MSP;UA;N809UA;
599;27/10/2008;950;1122;ORD;MSP;UA;N808UA;
600;25/10/2008;647;935;ORD;DCA;UA;N420UA;
600;27/10/2008;600;848;ORD;DCA;UA;N443UA;
601;25/10/2008;602;703;DCA;ORD;UA;N810UA;
601;26/10/2008;603;704;DCA;ORD;UA;N804UA;
602;26/10/2008;655;943;ORD;DCA;UA;N850UA;
602;27/10/2008;650;937;ORD;DCA;UA;N537UA;
603;27/10/2008;700;801;DCA;ORD;UA;N426UA;
604;27/10/2008;801;1050;ORD;DCA;UA;N907UA;
605;25/10/2008;720;821;DCA;ORD;UA;N824UA;
605;26/10/2008;759;900;DCA;ORD;UA;N424UA;
605;27/10/2008;745;846;DCA;ORD;UA;N838UA;
605;25/10/2008;944;1213;ORD;PDX;UA;N421UA;
605;26/10/2008;1010;1236;ORD;PDX;UA;N576UA;
605;27/10/2008;952;1218;ORD;PDX;UA;N511UA;
606;25/10/2008;900;1148;ORD;DCA;UA;N453UA;
606;26/10/2008;856;1145;ORD;DCA;UA;N335UA;
606;27/10/2008;855;1144;ORD;DCA;UA;N924UA;
607;25/10/2008;810;911;DCA;ORD;UA;N854UA;
607;27/10/2008;835;941;DCA;ORD;UA;N850UA;
608;26/10/2008;1005;1254;ORD;DCA;UA;N925UA;
608;27/10/2008;1005;1254;ORD;DCA;UA;N934UA;
609;25/10/2008;928;1034;DCA;ORD;UA;N409UA;
609;26/10/2008;927;1033;DCA;ORD;UA;N443UA;
609;27/10/2008;938;1044;DCA;ORD;UA;N443UA;
610;25/10/2008;1101;1350;ORD;DCA;UA;N372UA;
610;26/10/2008;1115;1359;ORD;DCA;UA;N443UA;
610;27/10/2008;1115;1359;ORD;DCA;UA;N463UA;
611;26/10/2008;1021;1122;DCA;ORD;UA;N850UA;
611;27/10/2008;1027;1126;DCA;ORD;UA;N537UA;
612;26/10/2008;1159;1447;ORD;DCA;UA;N838UA;
612;27/10/2008;1202;1450;ORD;DCA;UA;N822UA;
614;26/10/2008;1300;1547;ORD;DCA;UA;N529UA;
614;27/10/2008;1305;1554;ORD;DCA;UA;N938UA;
615;26/10/2008;1119;1220;DCA;ORD;UA;N415UA;
615;27/10/2008;1129;1231;DCA;ORD;UA;N907UA;
616;25/10/2008;1405;1659;ORD;DCA;UA;N329UA;
616;26/10/2008;1400;1653;ORD;DCA;UA;N434UA;
616;27/10/2008;1400;1653;ORD;DCA;UA;N851UA;
617;25/10/2008;1250;1351;DCA;ORD;UA;N453UA;
617;26/10/2008;1242;1344;DCA;ORD;UA;N335UA;
617;27/10/2008;1242;1344;DCA;ORD;UA;N924UA;
617;26/10/2008;1525;1753;ORD;SNA;UA;N462UA;
617;27/10/2008;1526;1754;ORD;SNA;UA;N455UA;
618;26/10/2008;1505;1758;ORD;DCA;UA;N426UA;
618;27/10/2008;1505;1758;ORD;DCA;UA;N461UA;
619;26/10/2008;1332;1434;DCA;ORD;UA;N925UA;
619;27/10/2008;1349;1451;DCA;ORD;UA;N934UA;
620;25/10/2008;1555;1848;ORD;DCA;UA;N415UA;
620;26/10/2008;1606;1859;ORD;DCA;UA;N410UA;
620;27/10/2008;1600;1853;ORD;DCA;UA;N842UA;
621;25/10/2008;1457;1559;DCA;ORD;UA;N372UA;
621;26/10/2008;1446;1547;DCA;ORD;UA;N443UA;
621;27/10/2008;1439;1540;DCA;ORD;UA;N463UA;
622;26/10/2008;1406;1530;MSP;ORD;UA;N923UA;
622;27/10/2008;1400;1524;MSP;ORD;UA;N553UA;
622;26/10/2008;1705;1958;ORD;DCA;UA;N850UA;
622;27/10/2008;1705;1958;ORD;DCA;UA;N835UA;
623;26/10/2008;1529;1630;DCA;ORD;UA;N838UA;
623;27/10/2008;1529;1630;DCA;ORD;UA;N822UA;
624;25/10/2008;1801;2054;ORD;DCA;UA;N804UA;
624;26/10/2008;1755;2048;ORD;DCA;UA;N838UA;
624;27/10/2008;1805;2058;ORD;DCA;UA;N417UA;
625;26/10/2008;1642;1741;DCA;ORD;UA;;
625;27/10/2008;1636;1738;DCA;ORD;UA;N938UA;
626;26/10/2008;1905;2158;ORD;DCA;UA;N849UA;
626;27/10/2008;1905;2158;ORD;DCA;UA;N828UA;
627;25/10/2008;1745;1900;DCA;ORD;UA;;
627;26/10/2008;1746;1859;DCA;ORD;UA;N434UA;
627;27/10/2008;1757;1910;DCA;ORD;UA;N851UA;
628;25/10/2008;2045;2330;ORD;DCA;UA;N443UA;
628;26/10/2008;2045;2330;ORD;DCA;UA;N426UA;
628;27/10/2008;2044;2329;ORD;DCA;UA;N419UA;
628;25/10/2008;1417;2010;SAN;ORD;UA;N565UA;
628;26/10/2008;1405;1958;SAN;ORD;UA;N561UA;
628;27/10/2008;1340;1933;SAN;ORD;UA;N527UA;
629;26/10/2008;1852;2000;DCA;ORD;UA;N426UA;
629;27/10/2008;1851;1959;DCA;ORD;UA;N461UA;
630;25/10/2008;1336;1635;ORD;ALB;UA;N838UA;
630;27/10/2008;1310;1609;ORD;ALB;UA;N828UA;
631;26/10/2008;1946;2054;DCA;ORD;UA;N410UA;
631;27/10/2008;1941;2049;DCA;ORD;UA;N842UA;
632;27/10/2008;1033;1224;ORD;GRR;UA;N845UA;
633;25/10/2008;1636;1739;MDT;ORD;UA;N932UA;
633;26/10/2008;1636;1739;MDT;ORD;UA;N399UA;
633;27/10/2008;1635;1738;MDT;ORD;UA;N377UA;
634;25/10/2008;630;929;ORD;EWR;UA;N569UA;
634;26/10/2008;629;929;ORD;EWR;UA;N315UA;
634;27/10/2008;628;927;ORD;EWR;UA;N504UA;
635;25/10/2008;600;719;EWR;ORD;UA;N571UA;
635;26/10/2008;605;716;EWR;ORD;UA;N572UA;
635;27/10/2008;600;719;EWR;ORD;UA;N504UA;
635;25/10/2008;801;931;ORD;OMA;UA;N335UA;
635;26/10/2008;815;944;ORD;OMA;UA;N572UA;
635;27/10/2008;757;927;ORD;OMA;UA;N822UA;
636;25/10/2008;737;1003;ORD;PIT;UA;N924UA;
636;26/10/2008;649;914;ORD;PIT;UA;N530UA;
636;27/10/2008;737;1003;ORD;PIT;UA;N923UA;
637;25/10/2008;1251;1250;GRR;ORD;UA;N318UA;
637;27/10/2008;1306;1305;GRR;ORD;UA;N845UA;
638;25/10/2008;900;1159;ORD;EWR;UA;N528UA;
638;27/10/2008;904;1206;ORD;EWR;UA;;
639;25/10/2008;1259;1409;ATL;ORD;UA;N930UA;
640;25/10/2008;1847;2021;OMA;ORD;UA;N399UA;
640;26/10/2008;1836;2010;OMA;ORD;UA;N933UA;
640;27/10/2008;1855;2029;OMA;ORD;UA;N386UA;
640;26/10/2008;2120;11;ORD;ATL;UA;N833UA;
640;27/10/2008;2124;15;ORD;ATL;UA;N418UA;
641;25/10/2008;923;1029;BWI;ORD;UA;N537UA;
641;26/10/2008;940;1046;BWI;ORD;UA;N585UA;
641;27/10/2008;911;1017;BWI;ORD;UA;N593UA;
642;25/10/2008;1038;1359;ORD;EWR;UA;N315UA;
642;26/10/2008;1040;1359;ORD;EWR;UA;N806UA;
642;27/10/2008;1033;1351;ORD;EWR;UA;N509UA;
643;25/10/2008;1231;1341;EWR;ORD;UA;N569UA;
643;26/10/2008;1230;1354;EWR;ORD;UA;N315UA;
643;27/10/2008;1255;1417;EWR;ORD;UA;N461UA;
644;26/10/2008;736;1036;ORD;ALB;UA;N930UA;
645;25/10/2008;1504;1919;SJU;ORD;UA;N405UA;
645;26/10/2008;1444;1916;SJU;ORD;UA;N405UA;
645;27/10/2008;1445;1917;SJU;ORD;UA;N411UA;
646;25/10/2008;659;1115;BOI;ORD;UA;N815UA;
646;26/10/2008;658;1114;BOI;ORD;UA;N838UA;
646;27/10/2008;649;1105;BOI;ORD;UA;N851UA;
646;25/10/2008;1302;1638;ORD;EWR;UA;N829UA;
646;26/10/2008;1312;1648;ORD;EWR;UA;N432UA;
646;27/10/2008;1310;1641;ORD;EWR;UA;N582UA;
647;26/10/2008;2029;2211;EWR;ORD;UA;N412UA;
647;27/10/2008;2029;2211;EWR;ORD;UA;N804UA;
648;25/10/2008;727;846;ABQ;DEN;UA;N331UA;
648;26/10/2008;751;910;ABQ;DEN;UA;N923UA;
648;27/10/2008;751;910;ABQ;DEN;UA;N942UA;
649;25/10/2008;1459;1613;EWR;ORD;UA;N315UA;
649;26/10/2008;1455;1617;EWR;ORD;UA;N806UA;
649;27/10/2008;1442;1602;EWR;ORD;UA;N509UA;
649;25/10/2008;1724;1857;ORD;OMA;UA;N466UA;
649;26/10/2008;1710;1843;ORD;OMA;UA;N330UA;
649;27/10/2008;1745;1918;ORD;OMA;UA;N340UA;
650;25/10/2008;839;1224;SEA;DEN;UA;N314UA;
651;25/10/2008;1659;1839;EWR;ORD;UA;;
651;26/10/2008;1712;1854;EWR;ORD;UA;N420UA;
651;27/10/2008;1711;1851;EWR;ORD;UA;N515UA;
651;26/10/2008;2010;2234;ORD;SAN;UA;N582UA;
651;27/10/2008;1959;2223;ORD;SAN;UA;N561UA;
653;27/10/2008;713;836;LGA;ORD;UA;N808UA;
654;25/10/2008;1550;1926;ORD;EWR;UA;N437UA;
654;26/10/2008;1550;1926;ORD;EWR;UA;N412UA;
654;27/10/2008;1549;1925;ORD;EWR;UA;N804UA;
655;25/10/2008;1830;2004;EWR;ORD;UA;N829UA;
655;26/10/2008;1859;2043;EWR;ORD;UA;N938UA;
655;27/10/2008;1859;2039;EWR;ORD;UA;N581UA;
656;25/10/2008;1315;1523;ORD;IND;UA;N386UA;
656;26/10/2008;1313;1521;ORD;IND;UA;N852UA;
656;27/10/2008;1310;1518;ORD;IND;UA;N835UA;
657;25/10/2008;720;909;AUS;SFO;UA;N816UA;
657;26/10/2008;726;915;AUS;SFO;UA;N847UA;
657;27/10/2008;721;910;AUS;SFO;UA;N812UA;
658;25/10/2008;1819;2142;ORD;EWR;UA;N561UA;
658;26/10/2008;1820;2144;ORD;EWR;UA;N825UA;
658;27/10/2008;1812;2135;ORD;EWR;UA;N575UA;
659;25/10/2008;1601;1615;IND;ORD;UA;N386UA;
659;26/10/2008;1556;1610;IND;ORD;UA;N852UA;
659;27/10/2008;1556;1610;IND;ORD;UA;N835UA;
660;25/10/2008;1450;2005;DEN;IAD;UA;N519UA;
660;26/10/2008;1447;2004;DEN;IAD;UA;N430UA;
660;27/10/2008;1452;2009;DEN;IAD;UA;N808UA;
661;25/10/2008;1040;1121;PIT;ORD;UA;N924UA;
661;26/10/2008;1020;1100;PIT;ORD;UA;N530UA;
661;27/10/2008;1040;1121;PIT;ORD;UA;N923UA;
662;26/10/2008;1350;1504;DSM;ORD;UA;N937UA;
663;25/10/2008;1114;1307;DCA;DEN;UA;N420UA;
663;26/10/2008;1723;1913;DCA;DEN;UA;N538UA;
663;27/10/2008;1737;1927;DCA;DEN;UA;N533UA;
664;25/10/2008;1820;2014;ORD;GRR;UA;N837UA;
664;26/10/2008;1820;2014;ORD;GRR;UA;N907UA;
664;27/10/2008;1830;2024;ORD;GRR;UA;N311UA;
665;26/10/2008;1112;1235;ALB;ORD;UA;N930UA;
667;25/10/2008;600;721;LGA;ORD;UA;N929UA;
667;26/10/2008;601;714;LGA;ORD;UA;N347UA;
667;27/10/2008;600;721;LGA;ORD;UA;N913UA;
668;27/10/2008;600;912;ORD;LGA;UA;N318UA;
669;25/10/2008;644;807;LGA;ORD;UA;N842UA;
669;26/10/2008;643;757;LGA;ORD;UA;N816UA;
669;27/10/2008;643;806;LGA;ORD;UA;N804UA;
670;25/10/2008;703;1015;ORD;LGA;UA;N386UA;
670;26/10/2008;703;1015;ORD;LGA;UA;N333UA;
670;27/10/2008;702;1014;ORD;LGA;UA;N339UA;
671;26/10/2008;942;1211;ORD;SLC;UA;N907UA;
672;25/10/2008;600;725;OMA;ORD;UA;N586UA;
672;26/10/2008;600;724;OMA;ORD;UA;N466UA;
672;27/10/2008;600;724;OMA;ORD;UA;N411UA;
672;27/10/2008;800;1112;ORD;LGA;UA;N374UA;
673;25/10/2008;852;1029;LGA;ORD;UA;N803UA;
673;27/10/2008;900;1033;LGA;ORD;UA;N832UA;
674;25/10/2008;919;1228;ORD;LGA;UA;N563UA;
674;26/10/2008;855;1205;ORD;LGA;UA;N816UA;
674;27/10/2008;855;1205;ORD;LGA;UA;N804UA;
675;25/10/2008;600;624;CLE;ORD;UA;N386UA;
675;26/10/2008;600;624;CLE;ORD;UA;N333UA;
675;27/10/2008;600;624;CLE;ORD;UA;N339UA;
676;27/10/2008;1004;1325;ORD;LGA;UA;N838UA;
677;25/10/2008;1057;1236;LGA;ORD;UA;N386UA;
677;26/10/2008;1103;1232;LGA;ORD;UA;N333UA;
677;27/10/2008;1100;1239;LGA;ORD;UA;N339UA;
678;25/10/2008;1101;1421;ORD;LGA;UA;N511UA;
678;26/10/2008;1055;1416;ORD;LGA;UA;N825UA;
678;27/10/2008;1055;1418;ORD;LGA;UA;N935UA;
679;26/10/2008;1155;1334;LGA;ORD;UA;N330UA;
679;27/10/2008;1200;1337;LGA;ORD;UA;N374UA;
679;25/10/2008;1509;1733;ORD;SAN;UA;N582UA;
679;26/10/2008;1530;1757;ORD;SAN;UA;N455UA;
679;27/10/2008;1556;1820;ORD;SAN;UA;N524UA;
680;26/10/2008;1159;1522;ORD;LGA;UA;N334UA;
680;27/10/2008;1155;1518;ORD;LGA;UA;N929UA;
681;26/10/2008;1255;1431;LGA;ORD;UA;N455UA;
681;27/10/2008;1258;1434;LGA;ORD;UA;N804UA;
682;26/10/2008;1056;1224;MCI;ORD;UA;N913UA;
682;27/10/2008;1052;1220;MCI;ORD;UA;N335UA;
682;25/10/2008;1302;1623;ORD;LGA;UA;N822UA;
682;26/10/2008;1305;1625;ORD;LGA;UA;N572UA;
682;27/10/2008;1305;1626;ORD;LGA;UA;N415UA;
683;26/10/2008;1350;1526;LGA;ORD;UA;N816UA;
683;27/10/2008;1404;1540;LGA;ORD;UA;N838UA;
684;26/10/2008;1400;1723;ORD;LGA;UA;N367UA;
684;27/10/2008;1356;1719;ORD;LGA;UA;N382UA;
685;26/10/2008;1456;1632;LGA;ORD;UA;N825UA;
685;27/10/2008;1459;1637;LGA;ORD;UA;N935UA;
686;26/10/2008;1455;1818;ORD;LGA;UA;N328UA;
686;27/10/2008;1505;1826;ORD;LGA;UA;N850UA;
687;26/10/2008;1600;1738;LGA;ORD;UA;N334UA;
687;27/10/2008;1600;1738;LGA;ORD;UA;N929UA;
688;25/10/2008;1605;1928;ORD;LGA;UA;N330UA;
688;26/10/2008;1559;1922;ORD;LGA;UA;N923UA;
688;27/10/2008;1600;1923;ORD;LGA;UA;N379UA;
689;25/10/2008;1741;1916;LGA;ORD;UA;N822UA;
689;26/10/2008;1715;1856;LGA;ORD;UA;N521UA;
689;27/10/2008;1705;1846;LGA;ORD;UA;N561UA;
690;26/10/2008;1705;2026;ORD;LGA;UA;N832UA;
690;27/10/2008;1705;2025;ORD;LGA;UA;N541UA;
691;26/10/2008;1805;1950;LGA;ORD;UA;N367UA;
691;27/10/2008;1759;1944;LGA;ORD;UA;N382UA;
692;25/10/2008;2024;2333;ORD;LGA;UA;N934UA;
692;26/10/2008;2025;2331;ORD;LGA;UA;N535UA;
692;27/10/2008;2024;2331;ORD;LGA;UA;N839UA;
693;26/10/2008;1859;2044;LGA;ORD;UA;N328UA;
693;27/10/2008;1856;2039;LGA;ORD;UA;N837UA;
694;25/10/2008;1759;2029;DEN;TUL;UA;N845UA;
695;26/10/2008;2005;2150;LGA;ORD;UA;N923UA;
695;27/10/2008;2005;2150;LGA;ORD;UA;N379UA;
696;25/10/2008;544;924;SEA;DEN;UA;N542UA;
696;26/10/2008;544;924;SEA;DEN;UA;;
696;27/10/2008;544;924;SEA;DEN;UA;N571UA;
697;25/10/2008;757;838;PIT;ORD;UA;N375UA;
697;26/10/2008;815;855;PIT;ORD;UA;N559UA;
697;27/10/2008;755;836;PIT;ORD;UA;N367UA;
698;25/10/2008;1726;2049;DEN;IAH;UA;N331UA;
698;26/10/2008;1734;2055;DEN;IAH;UA;N419UA;
698;27/10/2008;1600;1921;DEN;IAH;UA;N818UA;
698;25/10/2008;1132;1512;SEA;DEN;UA;N509UA;
698;26/10/2008;1124;1506;SEA;DEN;UA;N463UA;
698;27/10/2008;1113;1455;SEA;DEN;UA;N847UA;
699;25/10/2008;2227;417;LAX;ORD;UA;N578UA;
701;25/10/2008;1621;1708;MCI;DEN;UA;N524UA;
701;26/10/2008;1610;1657;MCI;DEN;UA;N586UA;
701;27/10/2008;1615;1702;MCI;DEN;UA;N594UA;
702;25/10/2008;1420;1645;DFW;ORD;UA;N328UA;
702;26/10/2008;1408;1630;DFW;ORD;UA;N802UA;
702;27/10/2008;1418;1638;DFW;ORD;UA;N570UA;
703;25/10/2008;1843;2128;SEA;LAX;UA;N912UA;
703;26/10/2008;1831;2113;SEA;LAX;UA;N421UA;
703;27/10/2008;1838;2120;SEA;LAX;UA;N848UA;
704;25/10/2008;735;919;SFO;PDX;UA;N539UA;
704;26/10/2008;838;1022;SFO;PDX;UA;N587UA;
704;27/10/2008;730;914;SFO;PDX;UA;N588UA;
705;27/10/2008;600;707;IAD;ORD;UA;N923UA;
706;26/10/2008;2135;2358;DEN;OMA;UA;N572UA;
706;27/10/2008;2149;13;DEN;OMA;UA;N409UA;
707;25/10/2008;600;734;ORD;DEN;UA;N672UA;
707;26/10/2008;600;734;ORD;DEN;UA;N578UA;
707;27/10/2008;612;745;ORD;DEN;UA;N212UA;
708;27/10/2008;821;1115;DEN;DFW;UA;N202UA;
709;25/10/2008;743;913;PHL;ORD;UA;N463UA;
709;26/10/2008;743;913;PHL;ORD;UA;N456UA;
709;27/10/2008;745;915;PHL;ORD;UA;N435UA;
710;25/10/2008;2237;2340;SFO;RNO;UA;N402UA;
710;26/10/2008;2250;2353;SFO;RNO;UA;N811UA;
710;27/10/2008;2245;2348;SFO;RNO;UA;N823UA;
712;25/10/2008;1757;2054;ORD;IAD;UA;N937UA;
714;25/10/2008;1040;1636;SFO;IAH;UA;N833UA;
714;26/10/2008;1040;1636;SFO;IAH;UA;N803UA;
714;27/10/2008;1037;1633;SFO;IAH;UA;N844UA;
715;26/10/2008;2010;2140;DEN;LAX;UA;N403UA;
715;27/10/2008;2024;2152;DEN;LAX;UA;N519UA;
716;26/10/2008;1640;1809;BIL;DEN;UA;N331UA;
716;27/10/2008;1657;1826;BIL;DEN;UA;N928UA;
716;26/10/2008;1910;2231;DEN;IAH;UA;N431UA;
716;27/10/2008;1907;2228;DEN;IAH;UA;N420UA;
718;25/10/2008;1332;1558;DEN;FSD;UA;;
718;26/10/2008;1330;1556;DEN;FSD;UA;N203UA;
718;27/10/2008;1331;1557;DEN;FSD;UA;N937UA;
718;25/10/2008;724;1045;SAN;DEN;UA;N350UA;
718;26/10/2008;718;1037;SAN;DEN;UA;N427UA;
718;27/10/2008;715;1036;SAN;DEN;UA;N314UA;
719;25/10/2008;1737;1919;BDL;ORD;UA;N942UA;
719;26/10/2008;1738;1915;BDL;ORD;UA;N582UA;
719;27/10/2008;1740;1917;BDL;ORD;UA;N503UA;
719;25/10/2008;1959;2156;ORD;ICT;UA;N825UA;
719;26/10/2008;2004;2202;ORD;ICT;UA;N934UA;
719;27/10/2008;2010;2208;ORD;ICT;UA;N335UA;
720;25/10/2008;1331;1705;SFO;DEN;UA;N530UA;
720;26/10/2008;1353;1727;SFO;DEN;UA;N674UA;
720;27/10/2008;1336;1710;SFO;DEN;UA;N674UA;
721;25/10/2008;1129;1312;DEN;SFO;UA;N540UA;
721;26/10/2008;1110;1253;DEN;SFO;UA;N674UA;
721;27/10/2008;1110;1253;DEN;SFO;UA;N574UA;
721;25/10/2008;842;918;OMA;DEN;UA;N592UA;
721;27/10/2008;839;915;OMA;DEN;UA;N561UA;
722;25/10/2008;1602;1857;ORD;IAD;UA;N641UA;
722;26/10/2008;1608;1903;ORD;IAD;UA;N197UA;
722;27/10/2008;1612;1907;ORD;IAD;UA;N223UA;
722;25/10/2008;905;1455;PDX;ORD;UA;N506UA;
722;26/10/2008;817;1410;PDX;ORD;UA;N426UA;
723;25/10/2008;1759;1935;DEN;SJC;UA;N509UA;
723;26/10/2008;1754;1930;DEN;SJC;UA;N524UA;
723;27/10/2008;1759;1937;DEN;SJC;UA;N410UA;
724;26/10/2008;2010;2244;DEN;MCI;UA;N538UA;
724;27/10/2008;2017;2251;DEN;MCI;UA;N540UA;
725;25/10/2008;1832;1855;CMH;ORD;UA;N834UA;
725;26/10/2008;1712;1735;CMH;ORD;UA;N382UA;
725;27/10/2008;1706;1729;CMH;ORD;UA;N333UA;
725;25/10/2008;2014;2241;ORD;DFW;UA;N375UA;
725;26/10/2008;2016;2240;ORD;DFW;UA;N456UA;
725;27/10/2008;2024;2248;ORD;DFW;UA;N429UA;
726;26/10/2008;1910;2203;DEN;MSP;UA;N340UA;
726;27/10/2008;2010;2303;DEN;MSP;UA;N314UA;
728;25/10/2008;722;854;JAC;DEN;UA;N840UA;
728;26/10/2008;716;848;JAC;DEN;UA;N462UA;
728;27/10/2008;714;846;JAC;DEN;UA;N854UA;
730;26/10/2008;1800;2056;ORD;BWI;UA;N593UA;
730;27/10/2008;1753;2049;ORD;BWI;UA;N521UA;
730;25/10/2008;857;1455;SNA;ORD;UA;N415UA;
730;26/10/2008;904;1459;SNA;ORD;UA;N539UA;
730;27/10/2008;1032;1630;SNA;ORD;UA;N427UA;
731;26/10/2008;1353;1546;DEN;SEA;UA;N843UA;
731;27/10/2008;1422;1615;DEN;SEA;UA;N421UA;
731;25/10/2008;1400;1626;EWR;DEN;UA;N528UA;
731;26/10/2008;1014;1223;EWR;DEN;UA;N437UA;
731;27/10/2008;1029;1245;EWR;DEN;UA;N504UA;
732;27/10/2008;801;1051;ORD;IAD;UA;N922UA;
734;25/10/2008;1301;1525;ORD;PIT;UA;N815UA;
734;26/10/2008;1354;1618;ORD;PIT;UA;N849UA;
734;27/10/2008;1413;1639;ORD;PIT;UA;N365UA;
739;25/10/2008;708;714;DAY;ORD;UA;N328UA;
739;26/10/2008;652;658;DAY;ORD;UA;N930UA;
739;27/10/2008;746;759;DAY;ORD;UA;N935UA;
740;26/10/2008;1016;1458;DEN;CMH;UA;N832UA;
740;27/10/2008;1013;1455;DEN;CMH;UA;N432UA;
741;25/10/2008;1033;1131;DEN;TUS;UA;N202UA;
742;26/10/2008;2135;2251;DEN;ABQ;UA;N942UA;
742;27/10/2008;2204;2320;DEN;ABQ;UA;N936UA;
742;26/10/2008;1656;2029;SEA;DEN;UA;N837UA;
742;27/10/2008;1647;2020;SEA;DEN;UA;N409UA;
744;25/10/2008;900;1450;DEN;BOS;UA;N825UA;
744;26/10/2008;850;1437;DEN;BOS;UA;N566UA;
744;27/10/2008;834;1424;DEN;BOS;UA;N468UA;
745;25/10/2008;1753;1943;DEN;PDX;UA;N348UA;
745;26/10/2008;1759;1944;DEN;PDX;UA;N577UA;
745;27/10/2008;1750;1935;DEN;PDX;UA;N501UA;
745;25/10/2008;1440;1702;LGA;DEN;UA;N514UA;
745;26/10/2008;1427;1658;LGA;DEN;UA;N411UA;
745;27/10/2008;1434;1702;LGA;DEN;UA;N538UA;
746;25/10/2008;2008;2139;SAN;SFO;UA;N827UA;
746;26/10/2008;1955;2125;SAN;SFO;UA;N570UA;
746;27/10/2008;1959;2130;SAN;SFO;UA;N350UA;
748;25/10/2008;1015;1113;SFO;RNO;UA;N816UA;
748;26/10/2008;955;1053;SFO;RNO;UA;N831UA;
748;27/10/2008;1015;1113;SFO;RNO;UA;N456UA;
749;25/10/2008;1214;1324;RNO;SFO;UA;N816UA;
749;26/10/2008;1138;1248;RNO;SFO;UA;N831UA;
749;27/10/2008;1153;1303;RNO;SFO;UA;N456UA;
750;25/10/2008;1307;1859;DEN;EWR;UA;N839UA;
750;26/10/2008;1218;1818;DEN;EWR;UA;N938UA;
750;27/10/2008;1220;1809;DEN;EWR;UA;N581UA;
752;25/10/2008;825;1356;DEN;BWI;UA;N326UA;
752;26/10/2008;831;1402;DEN;BWI;UA;N340UA;
752;27/10/2008;839;1401;DEN;BWI;UA;N501UA;
754;25/10/2008;2308;455;SEA;ORD;UA;N513UA;
754;26/10/2008;2308;455;SEA;ORD;UA;N537UA;
754;27/10/2008;2317;504;SEA;ORD;UA;N565UA;
755;25/10/2008;801;1036;ORD;SEA;UA;N811UA;
755;26/10/2008;809;1044;ORD;SEA;UA;N463UA;
758;26/10/2008;1304;1521;DEN;ICT;UA;N419UA;
758;27/10/2008;1333;1550;DEN;ICT;UA;N941UA;
