causa();duracion(carrierDelay/weatherDelay/Retraso NASDelay/securityDelay/lateAircraftDelay/divArrDelay);idIncidencia();
Retraso Seguridad;12;10684;
Retraso Previo;4;10685;
Retraso NAS;6;10686;
Retraso Previo;30;10687;
Retraso Previo;36;10688;
Retraso Compagnia;3;10689;
Retraso NAS;4;10690;
Retraso Previo;19;10691;
Retraso Compagnia;8;10692;
Retraso NAS;1;10693;
Retraso Previo;10;10694;
Retraso Previo;19;10695;
Retraso Compagnia;26;10696;
Retraso Previo;13;10697;
Retraso Compagnia;7;10698;
Retraso Previo;9;10699;
Retraso Compagnia;39;10700;
Retraso NAS;8;10701;
Retraso Previo;12;10702;
Retraso Previo;21;10703;
Retraso Compagnia;20;10704;
Retraso NAS;8;10705;
Retraso Previo;7;10706;
Retraso Compagnia;1;10707;
Retraso Previo;16;10708;
Retraso NAS;19;10709;
Retraso Meteorologico;11;10710;
Retraso Previo;119;10711;
Retraso Compagnia;1;10712;
Retraso Previo;108;10713;
Retraso Previo;20;10714;
Retraso Compagnia;1;10715;
Retraso Previo;32;10716;
Retraso Compagnia;15;10717;
Retraso NAS;1;10718;
Retraso Previo;22;10719;
Retraso NAS;5;10720;
Retraso Previo;17;10721;
Retraso Compagnia;3;10722;
Retraso Previo;32;10723;
Retraso Compagnia;16;10724;
Retraso Previo;85;10725;
Retraso Compagnia;95;10726;
Retraso Compagnia;3;10727;
Retraso Previo;25;10728;
Retraso Compagnia;13;10729;
Retraso NAS;13;10730;
Retraso Previo;9;10731;
Retraso NAS;17;10732;
Retraso Compagnia;6;10733;
Retraso NAS;5;10734;
Retraso Previo;36;10735;
Retraso Compagnia;42;10736;
Retraso Compagnia;32;10737;
Retraso NAS;3;10738;
Retraso Compagnia;3;10739;
Retraso Previo;22;10740;
Retraso Compagnia;2;10741;
Retraso Previo;27;10742;
Retraso Compagnia;20;10743;
Retraso NAS;4;10744;
Retraso Previo;11;10745;
Retraso NAS;17;10746;
Retraso Compagnia;7;10747;
Retraso Previo;8;10748;
Retraso Compagnia;1;10749;
Retraso Previo;87;10750;
Retraso Previo;83;10751;
Retraso Previo;174;10752;
Retraso NAS;13;10753;
Retraso Previo;75;10754;
Retraso Compagnia;2;10755;
Retraso NAS;13;10756;
Retraso Previo;88;10757;
Retraso Previo;23;10758;
Retraso Compagnia;69;10759;
Retraso Previo;7;10760;
Retraso NAS;23;10761;
Retraso Previo;18;10762;
Retraso Compagnia;6;10763;
Retraso NAS;2;10764;
Retraso Previo;22;10765;
Retraso Compagnia;21;10766;
Retraso NAS;1;10767;
Retraso Compagnia;34;10768;
Retraso Previo;9;10769;
Retraso Previo;21;10771;
Retraso NAS;28;10772;
Retraso Compagnia;3;10773;
Retraso Previo;14;10774;
Retraso Meteorologico;12;10775;
Retraso NAS;7;10776;
Retraso Previo;58;10777;
Retraso Meteorologico;10;10778;
Retraso Previo;151;10779;
Retraso Compagnia;25;10780;
Retraso Compagnia;13;10781;
Retraso Previo;19;10782;
Retraso Previo;17;10783;
Retraso Compagnia;122;10784;
Retraso NAS;12;10785;
Retraso Previo;36;10786;
Retraso Compagnia;12;10787;
Retraso NAS;3;10788;
Retraso Previo;36;10789;
Retraso Compagnia;17;10790;
Retraso Compagnia;12;10791;
Retraso Previo;3;10792;
Retraso Compagnia;16;10793;
Retraso Previo;153;10794;
Retraso NAS;9;10795;
Retraso Previo;12;10796;
Retraso Previo;103;10798;
Retraso Meteorologico;65;10799;
Retraso NAS;40;10800;
Retraso NAS;17;10801;
Retraso Compagnia;8;10802;
Retraso Previo;20;10803;
Retraso Compagnia;1;10804;
Retraso Previo;86;10805;
Retraso Compagnia;3;10806;
Retraso Previo;25;10807;
Retraso NAS;8;10808;
Retraso Previo;19;10809;
Retraso Compagnia;9;10810;
Retraso Previo;10;10811;
Retraso NAS;87;10813;
Retraso Previo;15;10814;
Retraso Compagnia;15;10815;
Retraso Previo;15;10816;
Retraso Compagnia;4;10817;
Retraso NAS;17;10818;
Retraso Previo;11;10819;
Retraso NAS;4;10820;
Retraso Previo;49;10821;
Retraso NAS;11;10822;
Retraso Previo;52;10823;
Retraso Compagnia;79;10824;
Retraso Previo;1;10825;
Retraso Previo;15;10826;
Retraso Compagnia;15;10827;
Retraso Compagnia;2;10828;
Retraso Previo;13;10829;
Retraso Previo;147;10830;
Retraso NAS;1;10831;
Retraso Previo;135;10832;
Retraso Previo;110;10833;
Retraso NAS;2;10834;
Retraso Previo;152;10835;
Retraso Compagnia;6;10836;
Retraso NAS;7;10837;
Retraso Previo;8;10838;
Retraso Compagnia;2;10839;
Retraso Previo;16;10840;
Retraso Previo;31;10841;
Retraso Compagnia;4;10842;
Retraso NAS;3;10843;
Retraso Previo;28;10844;
Retraso Previo;15;10845;
Retraso Compagnia;26;10846;
Retraso Compagnia;10;10847;
Retraso NAS;6;10848;
Retraso Previo;1;10849;
Retraso Compagnia;12;10850;
Retraso NAS;9;10851;
Retraso Previo;7;10852;
Retraso Previo;16;10853;
Retraso Compagnia;1;10854;
Retraso NAS;8;10855;
Retraso Previo;12;10856;
Retraso Compagnia;5;10857;
Retraso NAS;5;10858;
Retraso Previo;50;10859;
Retraso NAS;40;10860;
Retraso Previo;10;10861;
Retraso Compagnia;19;10862;
Retraso Compagnia;3;10863;
Retraso NAS;9;10864;
Retraso Previo;19;10865;
Retraso Compagnia;2;10866;
Retraso NAS;3;10867;
Retraso Previo;14;10868;
Retraso Compagnia;58;10870;
Retraso Previo;14;10871;
Retraso Compagnia;5;10872;
Retraso Previo;75;10873;
Retraso Compagnia;1;10874;
Retraso Previo;19;10875;
Retraso Compagnia;10;10876;
Retraso Previo;17;10877;
Retraso Compagnia;6;10878;
Retraso NAS;1;10879;
Retraso Previo;14;10880;
Retraso Compagnia;3;10881;
Retraso NAS;15;10882;
Retraso Previo;12;10883;
Retraso Compagnia;2;10884;
Retraso NAS;1;10885;
Retraso Previo;50;10886;
Retraso NAS;6;10888;
Retraso Previo;20;10889;
Retraso NAS;4;10890;
Retraso Previo;18;10891;
Retraso Compagnia;20;10892;
Retraso NAS;2;10893;
Retraso NAS;5;10894;
Retraso Previo;28;10895;
Retraso NAS;10;10896;
Retraso Previo;21;10897;
Retraso Previo;107;10898;
Retraso Previo;74;10899;
Retraso Compagnia;56;10900;
Retraso Previo;27;10901;
Retraso Previo;26;10902;
Retraso NAS;3;10903;
Retraso Previo;24;10904;
Retraso NAS;23;10905;
Retraso NAS;16;10906;
Retraso Compagnia;2;10907;
Retraso Previo;13;10908;
Retraso Previo;19;10909;
Retraso Compagnia;2;10910;
Retraso NAS;3;10911;
Retraso Previo;26;10912;
Retraso Compagnia;9;10913;
Retraso Previo;77;10914;
Retraso Compagnia;45;10915;
Retraso Compagnia;3;10916;
Retraso Previo;21;10917;
Retraso Compagnia;26;10918;
Retraso NAS;3;10919;
Retraso NAS;121;10920;
Retraso Previo;21;10921;
Retraso Compagnia;1;10922;
Retraso NAS;4;10923;
Retraso Previo;16;10924;
Retraso Meteorologico;7;10925;
Retraso Previo;146;10926;
Retraso Compagnia;34;10927;
Retraso Previo;12;10928;
Retraso Previo;34;10929;
Retraso Previo;30;10930;
Retraso Compagnia;4;10931;
Retraso Previo;43;10932;
Retraso Compagnia;42;10933;
Retraso Compagnia;14;10934;
Retraso NAS;18;10935;
Retraso Previo;18;10936;
Retraso Compagnia;31;10937;
Retraso Compagnia;1;10938;
Retraso Previo;52;10939;
Retraso Compagnia;3;10940;
Retraso Previo;67;10941;
Retraso Previo;39;10942;
Retraso Compagnia;6;10943;
Retraso Previo;10;10944;
Retraso NAS;16;10945;
Retraso NAS;3;10946;
Retraso Previo;12;10947;
Retraso Previo;62;10948;
Retraso Compagnia;38;10949;
Retraso NAS;3;10950;
Retraso Previo;1;10951;
Retraso Previo;33;10952;
Retraso NAS;25;10953;
Retraso Previo;21;10954;
Retraso Compagnia;21;10955;
Retraso NAS;13;10956;
Retraso Previo;70;10957;
Retraso Compagnia;16;10958;
Retraso Previo;98;10959;
Retraso NAS;28;10960;
Retraso Previo;9;10961;
Retraso Compagnia;5;10962;
Retraso NAS;4;10963;
Retraso Previo;37;10964;
Retraso Compagnia;8;10965;
Retraso Previo;9;10966;
Retraso Compagnia;15;10967;
Retraso Previo;5;10968;
Retraso Previo;24;10969;
Retraso Compagnia;2;10971;
Retraso Previo;135;10972;
Retraso Compagnia;8;10973;
Retraso Previo;30;10974;
Retraso Compagnia;39;10975;
Retraso Meteorologico;17;10976;
Retraso Meteorologico;145;10977;
Retraso NAS;15;10978;
Retraso Meteorologico;7;10979;
Retraso NAS;12;10980;
Retraso Previo;160;10981;
Retraso Compagnia;5;10982;
Retraso Previo;41;10983;
Retraso Previo;28;10984;
Retraso Compagnia;40;10985;
Retraso Previo;7;10986;
Retraso Compagnia;9;10987;
Retraso Previo;6;10988;
Retraso Compagnia;7;10989;
Retraso Previo;14;10990;
Retraso Compagnia;6;10991;
Retraso NAS;9;10992;
Retraso Compagnia;4;10993;
Retraso NAS;15;10994;
Retraso Previo;28;10995;
Retraso Compagnia;28;10996;
Retraso Compagnia;9;10997;
Retraso Previo;7;10998;
Retraso NAS;15;10999;
Retraso Compagnia;3;11000;
Retraso NAS;10;11001;
Retraso Previo;26;11002;
Retraso Previo;26;11003;
Retraso NAS;12;11004;
Retraso Previo;26;11005;
Retraso Compagnia;14;11006;
Retraso NAS;7;11007;
Retraso Previo;3;11008;
Retraso Compagnia;10;11009;
Retraso NAS;6;11010;
Retraso Compagnia;5;11011;
Retraso Previo;36;11012;
Retraso Seguridad;10;11013;
Retraso Previo;26;11014;
Retraso Compagnia;16;11015;
Retraso NAS;21;11016;
Retraso Compagnia;5;11017;
Retraso Previo;29;11018;
Retraso Compagnia;1;11019;
Retraso Previo;14;11020;
Retraso NAS;82;11021;
Retraso Previo;88;11022;
Retraso Compagnia;4;11023;
Retraso NAS;10;11024;
Retraso Previo;82;11025;
Retraso NAS;14;11026;
Retraso Previo;31;11027;
Retraso Compagnia;10;11028;
Retraso Previo;21;11029;
Retraso Compagnia;5;11030;
Retraso NAS;4;11031;
Retraso Previo;8;11032;
Retraso Meteorologico;50;11033;
Retraso Previo;26;11034;
Retraso NAS;6;11035;
Retraso Previo;25;11036;
Retraso Compagnia;26;11037;
Retraso NAS;69;11038;
Retraso Compagnia;125;11039;
Retraso Compagnia;36;11040;
Retraso Compagnia;31;11041;
Retraso NAS;2;11042;
Retraso Previo;29;11043;
Retraso Compagnia;7;11045;
Retraso Previo;10;11046;
Retraso Compagnia;36;11047;
Retraso Previo;39;11048;
Retraso Compagnia;4;11049;
Retraso Previo;34;11050;
Retraso Compagnia;43;11051;
Retraso NAS;1;11052;
Retraso Compagnia;13;11053;
Retraso Previo;64;11054;
Retraso Previo;59;11055;
Retraso Compagnia;68;11056;
Retraso Previo;2;11057;
Retraso Compagnia;25;11058;
Retraso Compagnia;1;11059;
Retraso Previo;14;11060;
Retraso Compagnia;6;11061;
Retraso Previo;20;11062;
Retraso Previo;23;11063;
Retraso Compagnia;4;11064;
Retraso Previo;18;11065;
Retraso NAS;4;11066;
Retraso Previo;20;11067;
Retraso NAS;20;11068;
Retraso Previo;29;11069;
Retraso Compagnia;5;11070;
Retraso Previo;21;11071;
Retraso NAS;16;11072;
Retraso Compagnia;61;11073;
Retraso NAS;5;11074;
Retraso Previo;1;11075;
Retraso Compagnia;2;11076;
Retraso NAS;3;11077;
Retraso Previo;21;11078;
Retraso NAS;25;11079;
Retraso NAS;3;11080;
Retraso Previo;21;11081;
Retraso Compagnia;28;11082;
Retraso Previo;23;11083;
Retraso Compagnia;13;11084;
Retraso Previo;18;11085;
Retraso Previo;21;11086;
Retraso Previo;19;11087;
Retraso Previo;23;11088;
Retraso Seguridad;3;11089;
Retraso Previo;20;11090;
Retraso Compagnia;3;11091;
Retraso Previo;24;11092;
Retraso NAS;16;11093;
Retraso Previo;37;11094;
Retraso NAS;10;11095;
Retraso Previo;37;11096;
Retraso NAS;37;11097;
Retraso Compagnia;12;11098;
Retraso Previo;21;11099;
Retraso Compagnia;9;11100;
Retraso NAS;4;11101;
Retraso Previo;12;11102;
Retraso NAS;5;11103;
Retraso Previo;13;11104;
Retraso NAS;17;11105;
Retraso Compagnia;8;11106;
Retraso Previo;7;11107;
Retraso NAS;114;11108;
Retraso NAS;3;11109;
Retraso Previo;55;11110;
Retraso Previo;38;11111;
Retraso Compagnia;22;11112;
Retraso Compagnia;13;11113;
Retraso NAS;12;11114;
Retraso Previo;10;11115;
Retraso Compagnia;33;11117;
Retraso NAS;4;11118;
Retraso Previo;75;11119;
Retraso Compagnia;75;11120;
Retraso NAS;57;11121;
Retraso Previo;29;11122;
Retraso Compagnia;4;11123;
Retraso Previo;11;11124;
Retraso Compagnia;13;11125;
Retraso NAS;3;11126;
Retraso Previo;32;11127;
Retraso Compagnia;2;11128;
Retraso Previo;30;11129;
Retraso Previo;55;11131;
Retraso Compagnia;3;11132;
Retraso NAS;14;11133;
Retraso Previo;21;11134;
Retraso Compagnia;21;11135;
Retraso NAS;13;11136;
Retraso Previo;12;11137;
Retraso Compagnia;3;11138;
Retraso Previo;21;11139;
Retraso NAS;15;11140;
Retraso Previo;22;11141;
Retraso Compagnia;21;11142;
Retraso Compagnia;36;11143;
Retraso Compagnia;19;11144;
Retraso Previo;20;11145;
Retraso Compagnia;17;11146;
Retraso Compagnia;33;11147;
Retraso Previo;6;11148;
Retraso NAS;25;11149;
Retraso Previo;16;11150;
Retraso Previo;51;11151;
Retraso Previo;29;11152;
Retraso Previo;56;11153;
Retraso Previo;39;11154;
Retraso Compagnia;41;11155;
Retraso NAS;14;11156;
Retraso Previo;6;11157;
Retraso Compagnia;42;11158;
Retraso Previo;41;11159;
Retraso Compagnia;12;11160;
Retraso Previo;5;11161;
Retraso Compagnia;18;11162;
Retraso Previo;28;11163;
Retraso Compagnia;4;11164;
Retraso Previo;40;11165;
Retraso Previo;41;11166;
Retraso Previo;25;11167;
Retraso Compagnia;26;11168;
Retraso NAS;5;11169;
Retraso Compagnia;6;11170;
Retraso Previo;59;11171;
Retraso Compagnia;13;11172;
Retraso NAS;5;11173;
Retraso Previo;41;11174;
Retraso Compagnia;41;11175;
Retraso Compagnia;1;11176;
Retraso Previo;21;11177;
Retraso NAS;16;11178;
Retraso Previo;5;11179;
Retraso Compagnia;6;11180;
Retraso Previo;26;11181;
Retraso Compagnia;12;11182;
Retraso Previo;30;11183;
Retraso Compagnia;17;11184;
Retraso Previo;18;11185;
Retraso Compagnia;9;11186;
Retraso Previo;26;11187;
Retraso Compagnia;31;11188;
Retraso NAS;7;11189;
Retraso Previo;5;11190;
Retraso Previo;34;11191;
Retraso Compagnia;25;11192;
Retraso Compagnia;19;11193;
Retraso NAS;1;11194;
Retraso Compagnia;1;11195;
Retraso Previo;20;11196;
Retraso Compagnia;1;11197;
Retraso Previo;20;11198;
Retraso Compagnia;34;11199;
Retraso Seguridad;8;11202;
Retraso Previo;26;11203;
Retraso Previo;16;11204;
Retraso Compagnia;4;11205;
Retraso Previo;13;11206;
Retraso Compagnia;27;11207;
Retraso Previo;2;11208;
Retraso NAS;18;11209;
Retraso Previo;10;11210;
Retraso Compagnia;4;11211;
Retraso Previo;20;11212;
Retraso Compagnia;11;11213;
Retraso Previo;20;11214;
Retraso Compagnia;34;11215;
Retraso Compagnia;4;11216;
Retraso Previo;11;11217;
Retraso Compagnia;1;11218;
Retraso Previo;18;11219;
Retraso Compagnia;10;11220;
Retraso Previo;10;11221;
Retraso Meteorologico;3;11223;
Retraso Previo;44;11224;
Retraso Compagnia;7;11225;
Retraso NAS;5;11226;
Retraso Previo;11;11227;
Retraso Compagnia;4;11228;
Retraso Previo;22;11229;
Retraso Compagnia;4;11230;
Retraso Previo;11;11231;
Retraso Compagnia;5;11232;
Retraso NAS;8;11233;
Retraso Previo;20;11234;
Retraso Previo;20;11235;
Retraso Compagnia;3;11236;
Retraso Previo;24;11237;
Retraso Compagnia;4;11238;
Retraso Previo;29;11239;
Retraso Previo;21;11240;
Retraso NAS;21;11241;
Retraso Compagnia;22;11242;
Retraso NAS;1;11243;
Retraso Previo;16;11244;
Retraso Compagnia;24;11245;
Retraso Previo;5;11246;
Retraso Compagnia;18;11247;
Retraso Previo;3;11248;
Retraso Meteorologico;22;11249;
Retraso Compagnia;6;11250;
Retraso NAS;2;11251;
Retraso Previo;15;11252;
Retraso Compagnia;1;11253;
Retraso Previo;20;11254;
Retraso Compagnia;8;11255;
Retraso Previo;13;11256;
Retraso Compagnia;3;11257;
Retraso Previo;18;11258;
Retraso Previo;15;11259;
Retraso Previo;55;11260;
Retraso Compagnia;39;11261;
Retraso NAS;30;11262;
Retraso Compagnia;8;11263;
Retraso Previo;54;11264;
Retraso Compagnia;1;11265;
Retraso Previo;29;11266;
Retraso Compagnia;3;11267;
Retraso Previo;33;11268;
Retraso Compagnia;11;11269;
Retraso NAS;18;11270;
Retraso Previo;36;11271;
Retraso Compagnia;6;11272;
Retraso Previo;64;11273;
Retraso Compagnia;15;11274;
Retraso Compagnia;2;11276;
Retraso NAS;3;11277;
Retraso Previo;10;11278;
Retraso NAS;4;11279;
Retraso Previo;18;11280;
Retraso Compagnia;6;11281;
Retraso Previo;12;11282;
Retraso Compagnia;22;11283;
Retraso Previo;20;11284;
Retraso Compagnia;5;11285;
Retraso Previo;17;11286;
Retraso NAS;51;11287;
Retraso Compagnia;68;11288;
Retraso NAS;8;11289;
Retraso Compagnia;8;11290;
Retraso Previo;9;11291;
Retraso Previo;24;11292;
Retraso Previo;22;11293;
Retraso Previo;40;11294;
Retraso Compagnia;7;11295;
Retraso Previo;38;11296;
Retraso Compagnia;9;11297;
Retraso NAS;1;11298;
Retraso Previo;40;11299;
Retraso Compagnia;26;11300;
Retraso Previo;34;11301;
Retraso Compagnia;9;11302;
Retraso Previo;55;11303;
Retraso Previo;17;11304;
Retraso NAS;1;11305;
Retraso Previo;17;11306;
Retraso Compagnia;32;11307;
Retraso Compagnia;15;11308;
Retraso NAS;1;11309;
Retraso Previo;2;11310;
Retraso Compagnia;11;11311;
Retraso Previo;26;11312;
Retraso NAS;11;11313;
Retraso Previo;16;11314;
Retraso Compagnia;3;11315;
Retraso NAS;4;11316;
Retraso Previo;10;11317;
Retraso Compagnia;1;11318;
Retraso Previo;14;11319;
Retraso Previo;23;11320;
Retraso NAS;15;11321;
Retraso Compagnia;3;11322;
Retraso Previo;34;11323;
Retraso Compagnia;47;11324;
Retraso Compagnia;2;11325;
Retraso Previo;19;11326;
Retraso Compagnia;50;11327;
Retraso Previo;10;11328;
Retraso Previo;39;11329;
Retraso Compagnia;30;11330;
Retraso Previo;16;11331;
Retraso Compagnia;84;11332;
Retraso NAS;16;11333;
Retraso Previo;104;11334;
Retraso Compagnia;7;11335;
Retraso Previo;9;11336;
Retraso Meteorologico;176;11337;
Retraso NAS;6;11338;
Retraso Meteorologico;61;11339;
Retraso Compagnia;9;11340;
Retraso NAS;9;11341;
Retraso Previo;141;11344;
Retraso Compagnia;13;11345;
Retraso Previo;4;11346;
Retraso NAS;7;11347;
Retraso Previo;71;11348;
Retraso NAS;17;11349;
Retraso NAS;6;11350;
Retraso Previo;17;11351;
Retraso Previo;32;11352;
Retraso Compagnia;10;11353;
Retraso Previo;14;11354;
Retraso Compagnia;7;11355;
Retraso Previo;11;11356;
Retraso NAS;16;11357;
Retraso Compagnia;7;11358;
Retraso Previo;35;11359;
Retraso Compagnia;3;11360;
Retraso NAS;4;11361;
Retraso Previo;9;11362;
Retraso NAS;6;11363;
Retraso Previo;10;11364;
Retraso NAS;4;11365;
Retraso Previo;11;11366;
Retraso Previo;20;11368;
Retraso Previo;26;11369;
Retraso Previo;16;11370;
Retraso Compagnia;16;11371;
Retraso Previo;4;11372;
Retraso Previo;17;11373;
Retraso Previo;26;11374;
Retraso Compagnia;1;11375;
Retraso NAS;2;11376;
Retraso Previo;26;11377;
Retraso NAS;12;11378;
Retraso Previo;163;11379;
Retraso Compagnia;5;11380;
Retraso Previo;10;11381;
Retraso NAS;8;11382;
Retraso Previo;78;11383;
Retraso NAS;2;11384;
Retraso Previo;36;11385;
Retraso Compagnia;4;11386;
Retraso Previo;34;11387;
Retraso Previo;25;11388;
Retraso NAS;4;11389;
Retraso Previo;20;11390;
Retraso NAS;20;11391;
Retraso Compagnia;11;11392;
Retraso Previo;6;11393;
Retraso Compagnia;3;11394;
Retraso NAS;6;11395;
Retraso Previo;15;11396;
Retraso Compagnia;1;11397;
Retraso Previo;20;11398;
Retraso NAS;21;11399;
Retraso NAS;3;11400;
Retraso Previo;19;11401;
Retraso Compagnia;10;11402;
Retraso Previo;7;11403;
Retraso Compagnia;4;11404;
Retraso Previo;42;11405;
Retraso Compagnia;10;11406;
Retraso Previo;9;11407;
Retraso NAS;18;11408;
Retraso Previo;15;11409;
Retraso Compagnia;6;11410;
Retraso NAS;10;11411;
Retraso Compagnia;10;11412;
Retraso Previo;107;11413;
Retraso Previo;66;11414;
Retraso Previo;108;11415;
Retraso Previo;88;11416;
Retraso NAS;8;11417;
Retraso Previo;104;11418;
Retraso Meteorologico;93;11419;
Retraso NAS;10;11420;
Retraso Previo;1;11421;
Retraso NAS;20;11422;
Retraso Compagnia;21;11423;
Retraso Compagnia;21;11424;
Retraso NAS;3;11425;
Retraso Compagnia;5;11426;
Retraso Previo;14;11427;
Retraso Compagnia;52;11428;
Retraso Previo;2;11429;
Retraso Previo;15;11430;
Retraso Compagnia;9;11431;
Retraso Previo;29;11432;
Retraso Compagnia;8;11433;
Retraso Previo;29;11434;
Retraso Compagnia;27;11436;
Retraso NAS;6;11437;
Retraso Previo;1;11438;
Retraso NAS;2;11439;
Retraso Previo;16;11440;
Retraso Compagnia;5;11441;
Retraso Previo;43;11442;
Retraso Previo;77;11443;
Retraso Compagnia;44;11444;
Retraso NAS;1;11445;
Retraso NAS;17;11446;
Retraso Compagnia;69;11447;
Retraso NAS;1;11448;
Retraso Compagnia;8;11449;
Retraso Previo;9;11450;
Retraso Previo;87;11451;
Retraso Compagnia;2;11452;
Retraso NAS;23;11453;
Retraso Previo;73;11454;
Retraso Compagnia;42;11456;
Retraso Previo;7;11457;
Retraso Compagnia;48;11458;
Retraso NAS;13;11459;
Retraso Compagnia;20;11460;
Retraso Compagnia;8;11461;
Retraso NAS;7;11462;
Retraso Previo;10;11463;
Retraso Previo;61;11464;
Retraso Previo;46;11465;
Retraso Compagnia;23;11466;
Retraso NAS;3;11467;
Retraso Previo;18;11468;
Retraso Compagnia;15;11469;
Retraso Previo;11;11470;
Retraso Compagnia;47;11471;
Retraso Compagnia;87;11472;
Retraso NAS;15;11473;
Retraso Compagnia;2;11474;
Retraso Previo;55;11475;
Retraso Compagnia;1;11476;
Retraso Previo;50;11477;
Retraso Compagnia;1;11478;
Retraso Previo;23;11479;
Retraso Compagnia;32;11480;
Retraso Meteorologico;62;11481;
Retraso Previo;27;11482;
Retraso Previo;49;11483;
Retraso Previo;121;11484;
Retraso Compagnia;8;11485;
Retraso Previo;132;11486;
Retraso Compagnia;24;11487;
Retraso Compagnia;10;11488;
Retraso Previo;17;11489;
Retraso NAS;18;11490;
Retraso Compagnia;27;11491;
Retraso Previo;2;11492;
Retraso Previo;18;11493;
Retraso Previo;21;11494;
Retraso Compagnia;2;11495;
Retraso Previo;35;11496;
Retraso Previo;22;11497;
Retraso Previo;21;11498;
Retraso Compagnia;33;11499;
Retraso NAS;25;11500;
Retraso Compagnia;43;11502;
Retraso NAS;3;11503;
Retraso Compagnia;9;11504;
Retraso NAS;6;11505;
Retraso Previo;4;11506;
Retraso Meteorologico;7;11507;
Retraso Previo;76;11508;
Retraso Compagnia;97;11509;
Retraso Previo;3;11510;
Retraso Compagnia;36;11511;
Retraso Compagnia;1;11512;
Retraso NAS;1;11513;
Retraso Previo;101;11514;
Retraso Compagnia;1;11515;
Retraso NAS;6;11516;
Retraso Previo;94;11517;
Retraso Compagnia;26;11518;
Retraso Previo;3;11519;
Retraso Compagnia;17;11520;
Retraso Previo;25;11521;
Retraso Compagnia;29;11523;
Retraso NAS;5;11524;
Retraso Previo;35;11525;
Retraso NAS;14;11526;
Retraso Previo;20;11527;
Retraso Compagnia;1;11528;
Retraso Previo;33;11529;
Retraso NAS;20;11530;
Retraso Previo;73;11531;
Retraso Compagnia;6;11532;
Retraso Previo;52;11533;
Retraso Compagnia;1;11534;
Retraso Previo;21;11535;
Retraso Compagnia;2;11536;
Retraso NAS;5;11537;
Retraso Previo;60;11538;
Retraso Meteorologico;60;11539;
Retraso Compagnia;6;11540;
Retraso Previo;130;11541;
Retraso NAS;22;11542;
Retraso Previo;124;11543;
Retraso Compagnia;78;11544;
Retraso Previo;61;11545;
Retraso Compagnia;29;11546;
Retraso Previo;13;11547;
Retraso Compagnia;7;11548;
Retraso Previo;8;11549;
Retraso Compagnia;3;11550;
Retraso NAS;5;11551;
Retraso Previo;63;11552;
Retraso Compagnia;60;11553;
Retraso NAS;3;11554;
Retraso Previo;54;11555;
Retraso Compagnia;8;11557;
Retraso NAS;7;11558;
Retraso Previo;149;11559;
Retraso NAS;16;11560;
Retraso Previo;24;11561;
Retraso Compagnia;5;11562;
Retraso Previo;22;11563;
Retraso Compagnia;23;11564;
Retraso Previo;32;11565;
Retraso Compagnia;9;11566;
Retraso NAS;4;11567;
Retraso Previo;20;11568;
Retraso Compagnia;4;11569;
Retraso Previo;33;11570;
Retraso Previo;106;11571;
Retraso Compagnia;6;11573;
Retraso NAS;1;11574;
Retraso Previo;16;11575;
Retraso Compagnia;8;11576;
Retraso NAS;7;11577;
Retraso Previo;1;11578;
Retraso Meteorologico;83;11579;
Retraso Compagnia;2;11580;
Retraso NAS;35;11581;
Retraso Previo;57;11582;
Retraso NAS;26;11583;
Retraso Previo;19;11584;
Retraso NAS;15;11585;
Retraso Compagnia;9;11586;
Retraso NAS;1;11587;
Retraso Previo;10;11588;
Retraso Compagnia;12;11589;
Retraso NAS;8;11590;
Retraso Previo;3;11591;
Retraso NAS;2;11592;
Retraso Previo;90;11593;
Retraso Compagnia;95;11594;
Retraso Compagnia;29;11595;
Retraso Previo;8;11596;
Retraso NAS;15;11597;
Retraso Compagnia;17;11598;
Retraso Compagnia;2;11599;
Retraso Previo;16;11600;
Retraso Compagnia;49;11601;
Retraso Previo;18;11602;
Retraso Compagnia;1;11603;
Retraso Previo;28;11604;
Retraso Compagnia;34;11605;
Retraso NAS;16;11606;
Retraso Compagnia;19;11607;
Retraso NAS;3;11608;
Retraso Previo;16;11609;
Retraso Compagnia;18;11610;
Retraso Compagnia;10;11611;
Retraso NAS;6;11612;
Retraso Compagnia;30;11613;
Retraso NAS;17;11614;
Retraso NAS;15;11615;
Retraso Previo;16;11616;
Retraso Compagnia;21;11617;
Retraso NAS;4;11618;
Retraso Compagnia;8;11619;
Retraso Previo;42;11620;
Retraso Compagnia;1;11621;
Retraso NAS;4;11622;
Retraso Previo;43;11623;
Retraso Compagnia;2;11624;
Retraso Previo;16;11625;
Retraso Compagnia;38;11626;
Retraso Seguridad;14;11627;
Retraso Previo;12;11628;
Retraso Compagnia;10;11629;
Retraso Previo;30;11630;
Retraso Compagnia;3;11631;
Retraso Previo;25;11632;
Retraso Compagnia;8;11633;
Retraso Previo;24;11634;
Retraso Compagnia;1;11635;
Retraso Previo;37;11636;
Retraso NAS;28;11637;
Retraso Compagnia;7;11638;
Retraso NAS;3;11639;
Retraso Previo;28;11640;
Retraso Compagnia;18;11641;
Retraso NAS;3;11642;
Retraso Compagnia;32;11643;
Retraso Previo;4;11644;
Retraso Previo;84;11645;
Retraso Compagnia;10;11646;
Retraso Previo;5;11647;
Retraso Compagnia;3;11648;
Retraso NAS;9;11649;
Retraso Previo;28;11650;
